simplified_color,simplified_sex,intake_age,simplified_condition,simplified_type,days_stayed
TABBY,FEMALE,1,NORMAL,STRAY,92
TABBY,FEMALE,0,NORMAL,STRAY,86
TABBY,MALE,0,UNDER WEIGHT,STRAY,69
BLACK,MALE,0,UNDER WEIGHT,STRAY,108
GRAY,FEMALE,0,UNDER WEIGHT,STRAY,68
BLACK,FEMALE,2,NORMAL,STRAY,88
TABBY,FEMALE,0,NORMAL,STRAY,50
TABBY,FEMALE,0,ILL,OTHER,65
TABBY,FEMALE,0,NORMAL,STRAY,58
BLACK,MALE,0,NORMAL,STRAY,99
TABBY,MALE,9,NORMAL,OTHER,15
GRAY,MALE,4,NORMAL,STRAY,7
TABBY,MALE,0,NORMAL,STRAY,4
OTHER,FEMALE,0,NORMAL,STRAY,35
GRAY,FEMALE,0,NORMAL,STRAY,11
TABBY,MALE,0,NORMAL,STRAY,35
TABBY,MALE,8,ILL,STRAY,27
TABBY,MALE,0,NORMAL,STRAY,43
TABBY,FEMALE,0,NORMAL,STRAY,17
BLACK,FEMALE,0,OTHER,STRAY,35
GRAY,MALE,9,INJURED,STRAY,32
BLACK,MALE,0,NORMAL,STRAY,30
OTHER,FEMALE,4,INJURED,STRAY,62
WHITE,MALE,2,OTHER,STRAY,19
TABBY,MALE,4,NORMAL,STRAY,14
TABBY,FEMALE,8,OTHER,OWNER SURRENDER,40
OTHER,FEMALE,1,NORMAL,STRAY,11
TABBY,MALE,4,NORMAL,OWNER SURRENDER,66
GRAY,FEMALE,2,ILL,OTHER,31
OTHER,MALE,2,NORMAL,OWNER SURRENDER,18
WHITE,FEMALE,0,NORMAL,STRAY,42
OTHER,FEMALE,2,NORMAL,OWNER SURRENDER,24
OTHER,MALE,2,OTHER,OWNER SURRENDER,9
OTHER,FEMALE,0,NORMAL,STRAY,7
OTHER,FEMALE,1,NORMAL,OTHER,13
TABBY,FEMALE,0,NORMAL,STRAY,103
TABBY,FEMALE,2,NORMAL,STRAY,13
TABBY,FEMALE,7,INJURED,STRAY,2
BLACK,MALE,4,INJURED,STRAY,12
TABBY,MALE,0,NORMAL,STRAY,73
TABBY,MALE,0,NORMAL,STRAY,10
TABBY,FEMALE,0,NORMAL,STRAY,24
TABBY,MALE,0,NORMAL,STRAY,113
TABBY,FEMALE,0,NORMAL,STRAY,22
OTHER,FEMALE,0,NORMAL,STRAY,16
TABBY,MALE,3,NORMAL,OWNER SURRENDER,75
BLACK,FEMALE,0,ILL,STRAY,33
TABBY,FEMALE,2,NORMAL,OTHER,19
GRAY,MALE,1,INJURED,STRAY,14
TABBY,FEMALE,0,NORMAL,STRAY,98
TABBY,FEMALE,0,ILL,STRAY,42
BLACK,FEMALE,0,ILL,STRAY,49
BLACK,FEMALE,2,ILL,STRAY,49
TABBY,FEMALE,1,ILL,STRAY,49
TABBY,MALE,0,NORMAL,STRAY,39
OTHER,FEMALE,1,NORMAL,STRAY,39
BLACK,MALE,3,NORMAL,OTHER,73
BLACK,FEMALE,3,NORMAL,OTHER,73
GRAY,FEMALE,2,NORMAL,STRAY,14
WHITE,MALE,0,UNDER WEIGHT,STRAY,4
BLACK,FEMALE,0,INJURED,STRAY,17
TABBY,FEMALE,2,NORMAL,STRAY,66
GRAY,MALE,0,NORMAL,STRAY,10
BLACK,FEMALE,0,NORMAL,OTHER,21
TABBY,MALE,0,UNDER WEIGHT,STRAY,101
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,65
OTHER,MALE,0,NORMAL,STRAY,19
OTHER,MALE,3,NORMAL,STRAY,24
TABBY,MALE,0,NORMAL,STRAY,9
TABBY,MALE,0,NORMAL,STRAY,126
BLACK,MALE,5,INJURED,STRAY,28
BLACK,MALE,9,NORMAL,STRAY,90
WHITE,MALE,0,NORMAL,STRAY,50
TABBY,MALE,0,NORMAL,STRAY,13
BLACK,FEMALE,3,INJURED,OTHER,37
TABBY,MALE,2,NORMAL,STRAY,31
TABBY,MALE,0,NORMAL,STRAY,16
OTHER,FEMALE,0,NORMAL,STRAY,15
WHITE,MALE,9,ILL,STRAY,134
GRAY,FEMALE,2,NORMAL,OWNER SURRENDER,13
TABBY,MALE,1,NORMAL,OWNER SURRENDER,22
TABBY,MALE,0,NORMAL,STRAY,4
OTHER,MALE,2,NORMAL,OWNER SURRENDER,7
OTHER,FEMALE,0,NORMAL,STRAY,77
OTHER,FEMALE,1,NORMAL,OWNER SURRENDER,49
GRAY,MALE,4,NORMAL,STRAY,6
OTHER,MALE,4,OTHER,STRAY,23
OTHER,FEMALE,2,NORMAL,OWNER SURRENDER,20
OTHER,MALE,4,NORMAL,STRAY,7
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,113
TABBY,FEMALE,0,NORMAL,STRAY,110
BLACK,MALE,0,NORMAL,STRAY,65
TABBY,MALE,0,INJURED,STRAY,63
BLACK,FEMALE,0,NORMAL,OWNER SURRENDER,3
TABBY,MALE,0,NORMAL,OWNER SURRENDER,9
TABBY,FEMALE,1,NORMAL,STRAY,29
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,66
WHITE,MALE,4,OTHER,OTHER,16
OTHER,MALE,0,NORMAL,OTHER,68
WHITE,FEMALE,0,NORMAL,STRAY,12
OTHER,FEMALE,3,NORMAL,STRAY,15
BLACK,FEMALE,0,ILL,STRAY,5
BLACK,FEMALE,0,INJURED,STRAY,83
TABBY,FEMALE,0,NORMAL,STRAY,28
WHITE,MALE,3,NORMAL,OTHER,41
TABBY,MALE,0,NORMAL,STRAY,77
OTHER,FEMALE,0,NORMAL,STRAY,6
TABBY,FEMALE,0,NORMAL,STRAY,26
WHITE,MALE,0,NORMAL,STRAY,29
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,35
OTHER,MALE,0,NORMAL,STRAY,40
TABBY,MALE,0,INJURED,STRAY,55
OTHER,FEMALE,0,NORMAL,STRAY,63
WHITE,FEMALE,0,UNDER WEIGHT,STRAY,91
TABBY,MALE,0,NORMAL,OTHER,4
GRAY,FEMALE,0,NORMAL,STRAY,64
GRAY,FEMALE,0,UNDER WEIGHT,STRAY,139
OTHER,MALE,0,UNDER WEIGHT,STRAY,36
OTHER,FEMALE,0,NORMAL,STRAY,7
TABBY,MALE,0,UNDER WEIGHT,OTHER,31
WHITE,MALE,7,ILL,OWNER SURRENDER,16
GRAY,MALE,0,INJURED,STRAY,12
TABBY,FEMALE,3,NORMAL,STRAY,10
TABBY,FEMALE,0,INJURED,STRAY,15
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,41
OTHER,MALE,0,INJURED,STRAY,4
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,98
TABBY,FEMALE,3,INJURED,STRAY,10
OTHER,MALE,2,OTHER,OTHER,68
GRAY,MALE,0,NORMAL,OWNER SURRENDER,48
WHITE,MALE,2,NORMAL,OTHER,69
TABBY,MALE,0,UNDER WEIGHT,STRAY,62
TABBY,MALE,0,UNDER WEIGHT,STRAY,61
BLACK,FEMALE,0,NORMAL,STRAY,50
TABBY,FEMALE,0,NORMAL,STRAY,42
OTHER,FEMALE,2,NORMAL,STRAY,10
TABBY,MALE,0,NORMAL,STRAY,37
GRAY,FEMALE,1,UNDER WEIGHT,STRAY,139
BLACK,MALE,0,UNDER WEIGHT,STRAY,3
OTHER,MALE,0,INJURED,STRAY,14
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,30
BLACK,MALE,0,UNDER WEIGHT,STRAY,49
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,13
BLACK,MALE,0,UNDER WEIGHT,STRAY,31
BLACK,MALE,0,UNDER WEIGHT,STRAY,27
BLACK,FEMALE,0,ILL,STRAY,20
TABBY,MALE,0,UNDER WEIGHT,STRAY,20
TABBY,MALE,0,UNDER WEIGHT,STRAY,12
BLACK,MALE,0,UNDER WEIGHT,STRAY,32
BLACK,MALE,0,NORMAL,OTHER,127
OTHER,FEMALE,0,ILL,STRAY,24
TABBY,MALE,2,NORMAL,OTHER,131
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,43
GRAY,MALE,0,UNDER WEIGHT,STRAY,21
WHITE,MALE,0,NORMAL,STRAY,80
TABBY,FEMALE,0,ILL,OWNER SURRENDER,24
OTHER,FEMALE,0,INJURED,OWNER SURRENDER,2
OTHER,MALE,1,NORMAL,STRAY,96
BLACK,MALE,0,ILL,STRAY,40
BLACK,FEMALE,0,NORMAL,OTHER,1
WHITE,MALE,8,INJURED,STRAY,15
GRAY,FEMALE,0,UNDER WEIGHT,STRAY,24
TABBY,MALE,0,UNDER WEIGHT,STRAY,17
OTHER,FEMALE,3,ILL,STRAY,99
BLACK,FEMALE,5,NORMAL,OTHER,42
BLACK,FEMALE,4,NORMAL,OTHER,22
TABBY,MALE,0,UNDER WEIGHT,STRAY,88
GRAY,FEMALE,1,NORMAL,STRAY,16
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,5
BLACK,MALE,0,ILL,STRAY,68
GRAY,FEMALE,0,NORMAL,STRAY,22
BLACK,MALE,4,INJURED,STRAY,43
GRAY,FEMALE,0,UNDER WEIGHT,STRAY,10
TABBY,MALE,0,UNDER WEIGHT,STRAY,4
OTHER,FEMALE,0,NORMAL,STRAY,113
TABBY,MALE,1,NORMAL,STRAY,106
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,34
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,2
TABBY,MALE,0,NORMAL,OTHER,32
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,3
BLACK,FEMALE,0,NORMAL,STRAY,4
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,82
GRAY,MALE,1,NORMAL,OWNER SURRENDER,38
TABBY,MALE,4,ILL,STRAY,17
TABBY,MALE,0,NORMAL,STRAY,40
BLACK,MALE,7,NORMAL,STRAY,52
GRAY,MALE,0,ILL,STRAY,15
BLACK,MALE,5,NORMAL,STRAY,3
WHITE,FEMALE,1,INJURED,STRAY,6
BLACK,MALE,4,INJURED,STRAY,35
TABBY,MALE,0,UNDER WEIGHT,STRAY,47
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,41
OTHER,MALE,4,NORMAL,OWNER SURRENDER,14
BLACK,MALE,0,NORMAL,STRAY,2
TABBY,MALE,2,INJURED,STRAY,8
TABBY,FEMALE,0,ILL,STRAY,23
OTHER,MALE,0,ILL,STRAY,23
TABBY,FEMALE,0,OTHER,STRAY,61
GRAY,MALE,0,OTHER,STRAY,30
GRAY,MALE,0,OTHER,STRAY,37
OTHER,FEMALE,0,ILL,STRAY,15
TABBY,MALE,0,UNDER WEIGHT,STRAY,48
TABBY,FEMALE,1,NORMAL,STRAY,11
OTHER,FEMALE,0,NORMAL,OTHER,14
OTHER,FEMALE,0,NORMAL,STRAY,102
BLACK,MALE,0,UNDER WEIGHT,STRAY,92
TABBY,FEMALE,0,ILL,OWNER SURRENDER,42
OTHER,FEMALE,4,ILL,STRAY,131
TABBY,FEMALE,0,ILL,STRAY,107
TABBY,FEMALE,0,NORMAL,STRAY,104
BLACK,FEMALE,1,INJURED,STRAY,101
TABBY,FEMALE,0,OTHER,STRAY,98
TABBY,MALE,0,ILL,OTHER,13
TABBY,FEMALE,0,ILL,STRAY,76
BLACK,MALE,0,UNDER WEIGHT,STRAY,81
WHITE,MALE,9,OTHER,OWNER SURRENDER,17
BLACK,MALE,3,NORMAL,OWNER SURRENDER,78
BLACK,FEMALE,3,NORMAL,OWNER SURRENDER,90
BLACK,FEMALE,1,NORMAL,STRAY,9
BLACK,MALE,0,NORMAL,OWNER SURRENDER,3
TABBY,MALE,1,NORMAL,STRAY,58
BLACK,MALE,3,OTHER,STRAY,16
TABBY,FEMALE,3,NORMAL,STRAY,7
BLACK,MALE,1,NORMAL,OWNER SURRENDER,132
OTHER,MALE,2,NORMAL,OWNER SURRENDER,57
TABBY,MALE,8,NORMAL,STRAY,13
OTHER,FEMALE,3,NORMAL,STRAY,50
OTHER,FEMALE,4,NORMAL,OWNER SURRENDER,30
TABBY,MALE,3,NORMAL,STRAY,25
OTHER,FEMALE,2,NORMAL,STRAY,100
OTHER,FEMALE,0,ILL,STRAY,24
WHITE,FEMALE,0,NORMAL,STRAY,11
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,7
BLACK,MALE,0,UNDER WEIGHT,STRAY,57
OTHER,MALE,4,NORMAL,OWNER SURRENDER,28
WHITE,MALE,0,NORMAL,STRAY,12
TABBY,MALE,0,OTHER,STRAY,44
TABBY,MALE,1,OTHER,OWNER SURRENDER,91
OTHER,MALE,4,NORMAL,STRAY,47
OTHER,FEMALE,2,OTHER,STRAY,63
OTHER,FEMALE,2,NORMAL,STRAY,9
OTHER,MALE,0,NORMAL,STRAY,13
TABBY,FEMALE,0,NORMAL,STRAY,79
BLACK,MALE,8,NORMAL,OWNER SURRENDER,60
WHITE,FEMALE,3,NORMAL,STRAY,46
OTHER,FEMALE,0,NORMAL,STRAY,26
BLACK,MALE,0,NORMAL,STRAY,16
GRAY,MALE,0,NORMAL,STRAY,7
WHITE,FEMALE,0,NORMAL,STRAY,19
OTHER,MALE,7,NORMAL,OWNER SURRENDER,3
TABBY,FEMALE,0,NORMAL,STRAY,31
BLACK,FEMALE,0,NORMAL,OWNER SURRENDER,34
TABBY,MALE,0,NORMAL,STRAY,128
BLACK,MALE,3,NORMAL,STRAY,57
OTHER,FEMALE,3,NORMAL,STRAY,30
WHITE,FEMALE,0,NORMAL,STRAY,38
WHITE,MALE,0,NORMAL,STRAY,13
TABBY,MALE,2,NORMAL,STRAY,43
WHITE,MALE,2,NORMAL,STRAY,77
WHITE,MALE,4,NORMAL,STRAY,26
TABBY,FEMALE,0,NORMAL,STRAY,6
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,30
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,32
GRAY,FEMALE,0,NORMAL,STRAY,11
GRAY,MALE,0,NORMAL,STRAY,13
OTHER,FEMALE,0,NORMAL,STRAY,11
TABBY,MALE,0,UNDER WEIGHT,STRAY,43
BLACK,FEMALE,0,OTHER,STRAY,16
WHITE,FEMALE,0,NORMAL,STRAY,7
OTHER,FEMALE,3,NORMAL,STRAY,86
WHITE,FEMALE,0,NORMAL,STRAY,14
OTHER,FEMALE,2,NORMAL,STRAY,27
GRAY,MALE,0,NORMAL,OWNER SURRENDER,6
BLACK,MALE,0,NORMAL,STRAY,26
OTHER,FEMALE,3,NORMAL,STRAY,72
OTHER,FEMALE,0,NORMAL,STRAY,57
BLACK,MALE,4,NORMAL,STRAY,74
BLACK,MALE,3,NORMAL,STRAY,9
BLACK,FEMALE,7,NORMAL,OWNER SURRENDER,24
BLACK,MALE,0,ILL,STRAY,7
OTHER,FEMALE,4,ILL,OWNER SURRENDER,124
OTHER,FEMALE,0,NORMAL,STRAY,5
TABBY,MALE,0,NORMAL,STRAY,4
OTHER,MALE,0,NORMAL,OWNER SURRENDER,4
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,22
TABBY,MALE,5,NORMAL,OTHER,83
TABBY,MALE,0,NORMAL,STRAY,140
BLACK,MALE,4,NORMAL,STRAY,4
BLACK,MALE,0,NORMAL,STRAY,85
GRAY,MALE,0,NORMAL,STRAY,9
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,50
WHITE,MALE,0,NORMAL,OWNER SURRENDER,34
TABBY,FEMALE,0,OTHER,STRAY,146
BLACK,MALE,0,NORMAL,OTHER,30
BLACK,FEMALE,1,NORMAL,STRAY,89
TABBY,MALE,0,NORMAL,STRAY,12
BLACK,MALE,0,OTHER,STRAY,67
OTHER,MALE,0,NORMAL,STRAY,55
TABBY,MALE,0,NORMAL,STRAY,44
OTHER,FEMALE,2,NORMAL,STRAY,56
TABBY,MALE,0,NORMAL,STRAY,34
WHITE,MALE,0,NORMAL,OWNER SURRENDER,36
BLACK,MALE,0,NORMAL,STRAY,109
BLACK,FEMALE,1,NORMAL,OWNER SURRENDER,120
OTHER,MALE,0,NORMAL,STRAY,130
GRAY,MALE,1,NORMAL,STRAY,21
BLACK,MALE,0,OTHER,STRAY,44
TABBY,MALE,0,INJURED,STRAY,48
WHITE,MALE,9,ILL,STRAY,77
WHITE,FEMALE,7,OTHER,OWNER SURRENDER,80
OTHER,FEMALE,9,NORMAL,OWNER SURRENDER,7
OTHER,FEMALE,0,NORMAL,STRAY,3
TABBY,FEMALE,0,NORMAL,STRAY,5
GRAY,FEMALE,0,NORMAL,STRAY,10
OTHER,FEMALE,0,OTHER,STRAY,43
BLACK,FEMALE,2,NORMAL,STRAY,57
WHITE,FEMALE,0,NORMAL,STRAY,72
WHITE,FEMALE,1,NORMAL,STRAY,25
GRAY,MALE,4,NORMAL,STRAY,98
TABBY,FEMALE,0,NORMAL,OWNER SURRENDER,42
OTHER,MALE,0,NORMAL,STRAY,6
BLACK,MALE,1,NORMAL,STRAY,17
OTHER,FEMALE,2,OTHER,STRAY,44
WHITE,MALE,2,NORMAL,STRAY,16
TABBY,FEMALE,0,NORMAL,STRAY,115
WHITE,MALE,2,OTHER,STRAY,23
TABBY,MALE,0,UNDER WEIGHT,STRAY,22
BLACK,FEMALE,0,NORMAL,STRAY,33
BLACK,MALE,0,NORMAL,STRAY,70
BLACK,FEMALE,0,NORMAL,STRAY,63
TABBY,MALE,0,OTHER,STRAY,143
BLACK,MALE,4,NORMAL,STRAY,15
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,88
BLACK,MALE,0,UNDER WEIGHT,STRAY,88
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,54
TABBY,MALE,0,UNDER WEIGHT,STRAY,6
TABBY,FEMALE,0,NORMAL,STRAY,82
TABBY,MALE,0,NORMAL,STRAY,49
OTHER,FEMALE,0,NORMAL,STRAY,3
TABBY,MALE,0,NORMAL,STRAY,42
OTHER,MALE,0,ILL,STRAY,43
OTHER,FEMALE,0,NORMAL,STRAY,33
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,57
WHITE,FEMALE,0,NORMAL,STRAY,111
TABBY,FEMALE,1,NORMAL,STRAY,33
TABBY,MALE,0,NORMAL,STRAY,57
TABBY,MALE,0,NORMAL,STRAY,4
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,44
GRAY,MALE,6,NORMAL,OWNER SURRENDER,107
OTHER,FEMALE,0,NORMAL,STRAY,21
BLACK,MALE,0,NORMAL,STRAY,144
TABBY,FEMALE,0,NORMAL,STRAY,72
TABBY,FEMALE,0,NORMAL,STRAY,23
TABBY,MALE,0,UNDER WEIGHT,STRAY,7
TABBY,FEMALE,0,ILL,STRAY,136
BLACK,FEMALE,0,NORMAL,STRAY,49
OTHER,FEMALE,0,NORMAL,STRAY,23
TABBY,FEMALE,0,OTHER,STRAY,5
WHITE,FEMALE,0,UNDER WEIGHT,STRAY,87
WHITE,MALE,0,UNDER WEIGHT,STRAY,76
BLACK,MALE,0,UNDER WEIGHT,STRAY,105
GRAY,MALE,0,INJURED,STRAY,80
BLACK,MALE,0,NORMAL,STRAY,110
TABBY,FEMALE,0,NORMAL,STRAY,100
BLACK,FEMALE,0,NORMAL,STRAY,83
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,22
TABBY,MALE,0,NORMAL,STRAY,116
TABBY,MALE,2,ILL,OWNER SURRENDER,71
TABBY,MALE,0,NORMAL,STRAY,80
TABBY,MALE,0,ILL,STRAY,41
TABBY,FEMALE,0,NORMAL,OTHER,35
OTHER,FEMALE,0,NORMAL,STRAY,6
BLACK,MALE,0,ILL,STRAY,6
GRAY,MALE,6,ILL,STRAY,50
TABBY,FEMALE,0,NORMAL,STRAY,92
TABBY,MALE,0,ILL,STRAY,119
WHITE,MALE,0,NORMAL,OWNER SURRENDER,42
OTHER,FEMALE,0,NORMAL,STRAY,98
OTHER,MALE,0,NORMAL,OWNER SURRENDER,6
OTHER,FEMALE,0,NORMAL,STRAY,95
OTHER,FEMALE,9,NORMAL,OWNER SURRENDER,108
OTHER,FEMALE,0,NORMAL,STRAY,25
BLACK,FEMALE,0,NORMAL,STRAY,18
GRAY,FEMALE,2,NORMAL,STRAY,20
TABBY,FEMALE,0,ILL,STRAY,19
WHITE,MALE,2,ILL,STRAY,62
BLACK,MALE,1,NORMAL,STRAY,55
GRAY,MALE,1,OTHER,STRAY,7
OTHER,FEMALE,9,ILL,OWNER SURRENDER,43
BLACK,FEMALE,0,NORMAL,STRAY,14
BLACK,MALE,1,OTHER,STRAY,36
TABBY,MALE,0,ILL,STRAY,136
OTHER,MALE,0,UNDER WEIGHT,STRAY,19
WHITE,MALE,3,NORMAL,OWNER SURRENDER,20
BLACK,FEMALE,2,ILL,STRAY,12
OTHER,MALE,0,NORMAL,STRAY,127
BLACK,FEMALE,0,NORMAL,STRAY,1
BLACK,FEMALE,2,NORMAL,OWNER SURRENDER,54
OTHER,FEMALE,5,NORMAL,OTHER,85
WHITE,FEMALE,0,OTHER,STRAY,10
BLACK,MALE,5,OTHER,STRAY,40
BLACK,MALE,0,NORMAL,STRAY,40
GRAY,FEMALE,3,NORMAL,OWNER SURRENDER,25
TABBY,FEMALE,3,NORMAL,OWNER SURRENDER,57
OTHER,MALE,4,INJURED,STRAY,41
OTHER,FEMALE,0,NORMAL,STRAY,15
BLACK,MALE,0,NORMAL,STRAY,19
BLACK,MALE,9,OTHER,OWNER SURRENDER,20
OTHER,FEMALE,0,OTHER,STRAY,7
GRAY,FEMALE,0,ILL,STRAY,34
TABBY,FEMALE,0,OTHER,STRAY,15
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,17
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,124
OTHER,FEMALE,0,NORMAL,STRAY,18
TABBY,MALE,0,OTHER,STRAY,25
BLACK,MALE,0,NORMAL,OWNER SURRENDER,149
OTHER,MALE,0,NORMAL,STRAY,3
TABBY,MALE,0,INJURED,STRAY,34
GRAY,FEMALE,0,NORMAL,STRAY,34
GRAY,MALE,0,NORMAL,STRAY,36
GRAY,FEMALE,0,NORMAL,STRAY,37
OTHER,MALE,0,NORMAL,STRAY,3
BLACK,FEMALE,0,NORMAL,STRAY,34
BLACK,MALE,1,NORMAL,STRAY,12
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,4
OTHER,FEMALE,2,ILL,STRAY,41
GRAY,MALE,0,NORMAL,STRAY,24
OTHER,FEMALE,2,NORMAL,STRAY,57
OTHER,FEMALE,0,NORMAL,STRAY,35
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,84
OTHER,FEMALE,0,NORMAL,OWNER SURRENDER,33
BLACK,MALE,0,NORMAL,STRAY,17
GRAY,FEMALE,1,INJURED,STRAY,34
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,1
BLACK,FEMALE,0,ILL,STRAY,27
OTHER,MALE,2,NORMAL,OWNER SURRENDER,13
TABBY,FEMALE,1,NORMAL,STRAY,54
TABBY,MALE,2,NORMAL,STRAY,17
TABBY,MALE,0,OTHER,STRAY,6
BLACK,MALE,1,ILL,STRAY,40
OTHER,FEMALE,1,NORMAL,STRAY,14
WHITE,FEMALE,3,NORMAL,STRAY,30
TABBY,FEMALE,1,NORMAL,OWNER SURRENDER,6
TABBY,MALE,3,NORMAL,STRAY,6
OTHER,FEMALE,0,NORMAL,OWNER SURRENDER,5
OTHER,MALE,2,NORMAL,STRAY,6
OTHER,MALE,9,NORMAL,STRAY,132
OTHER,MALE,3,NORMAL,OTHER,41
BLACK,FEMALE,0,ILL,OWNER SURRENDER,32
TABBY,MALE,2,NORMAL,OWNER SURRENDER,18
GRAY,FEMALE,0,NORMAL,OWNER SURRENDER,45
BLACK,MALE,0,INJURED,STRAY,12
OTHER,FEMALE,0,NORMAL,STRAY,3
GRAY,MALE,0,NORMAL,STRAY,8
BLACK,MALE,0,NORMAL,STRAY,69
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,104
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,63
TABBY,FEMALE,0,OTHER,STRAY,17
GRAY,MALE,4,NORMAL,STRAY,50
OTHER,FEMALE,2,NORMAL,OWNER SURRENDER,43
TABBY,FEMALE,0,INJURED,STRAY,68
GRAY,FEMALE,0,NORMAL,STRAY,98
BLACK,FEMALE,0,NORMAL,STRAY,52
TABBY,MALE,0,NORMAL,STRAY,33
TABBY,MALE,0,NORMAL,STRAY,49
OTHER,MALE,0,NORMAL,STRAY,112
GRAY,FEMALE,0,UNDER WEIGHT,STRAY,77
GRAY,MALE,0,ILL,STRAY,27
BLACK,MALE,0,ILL,STRAY,46
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,29
TABBY,FEMALE,0,NORMAL,STRAY,76
GRAY,MALE,0,UNDER WEIGHT,STRAY,39
TABBY,FEMALE,0,NORMAL,STRAY,71
GRAY,MALE,0,UNDER WEIGHT,STRAY,19
OTHER,MALE,0,NORMAL,STRAY,23
OTHER,FEMALE,0,ILL,STRAY,31
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,29
BLACK,FEMALE,0,NORMAL,STRAY,95
GRAY,MALE,0,NORMAL,STRAY,121
TABBY,FEMALE,0,NORMAL,STRAY,131
GRAY,MALE,0,NORMAL,STRAY,29
OTHER,FEMALE,7,NORMAL,OWNER SURRENDER,27
OTHER,MALE,0,NORMAL,STRAY,17
TABBY,MALE,1,ILL,STRAY,85
OTHER,FEMALE,0,NORMAL,STRAY,1
