intake_age,days_in_shelter,simplified_color_one_color,simplified_color_tabby,simplified_sex_male,simplified_condition_ill,simplified_condition_other,simplified_type_owner_surrender,simplified_type_stray,simplified_breed_other,simplified_size_other,simplified_size_small
0,30,0,1,0,0,0,0,1,0,0,1
0,7,0,1,1,0,0,1,0,0,0,0
0,7,0,0,1,0,1,0,1,0,0,1
3,68,1,0,1,0,0,0,0,0,0,1
0,54,0,0,0,1,0,0,1,0,0,0
5,31,0,1,0,0,0,1,0,0,0,1
0,3,0,1,0,0,0,0,1,0,0,0
0,8,1,0,1,0,0,0,1,0,0,0
0,28,0,1,0,0,0,0,0,0,0,0
1,14,0,1,1,0,0,1,0,0,0,1
0,11,0,1,0,0,0,0,1,0,0,0
0,46,0,1,0,1,0,0,1,0,0,0
0,56,1,0,1,0,0,0,1,0,0,0
0,6,1,0,1,0,0,1,0,0,0,1
0,43,0,1,1,1,0,1,0,0,0,0
4,36,1,0,0,1,0,0,1,0,0,1
0,38,0,1,0,1,0,0,1,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
1,31,0,0,1,0,0,0,1,0,0,1
0,3,0,1,1,0,0,1,0,0,0,0
0,41,0,1,1,0,0,0,0,0,0,0
0,5,1,0,1,0,0,0,1,0,0,0
0,24,0,1,1,0,0,0,0,0,0,1
9,112,1,0,1,0,0,0,0,0,0,1
0,73,0,0,0,0,0,1,0,0,0,0
4,23,1,0,1,0,0,0,0,0,0,1
0,9,1,0,0,0,0,0,1,0,0,1
0,41,0,1,0,0,1,0,1,0,0,0
4,14,0,0,0,0,0,1,0,0,0,1
0,5,0,0,0,0,0,0,1,1,0,0
0,49,1,0,0,0,0,0,1,0,0,0
4,33,0,1,1,0,0,0,1,0,0,1
0,32,1,0,0,0,0,0,1,0,0,1
3,35,0,1,0,0,1,1,0,0,0,1
1,80,1,0,0,1,0,0,0,0,0,1
0,26,0,1,0,0,0,0,1,0,0,1
0,22,0,1,1,0,0,0,1,0,0,0
0,17,0,0,1,1,0,0,1,0,0,1
0,28,0,1,0,0,0,0,1,0,0,0
0,28,0,1,0,0,0,0,1,0,0,0
0,39,0,0,0,1,0,0,1,0,0,0
0,45,0,1,1,1,0,0,1,0,0,0
0,18,1,0,0,0,0,0,1,0,0,1
1,62,1,0,0,1,0,0,1,0,0,1
2,20,0,1,1,0,0,1,0,0,0,1
0,29,0,1,0,0,0,0,0,0,0,0
0,9,0,1,1,0,0,0,1,0,0,1
0,42,0,0,1,1,0,1,0,1,0,0
0,27,0,0,1,0,0,1,0,0,0,0
0,38,0,0,1,0,0,0,1,0,0,0
2,5,0,0,0,0,0,0,0,1,0,1
3,11,0,1,1,0,0,0,1,0,0,1
0,8,1,0,0,0,0,0,1,0,0,0
0,36,0,0,0,1,0,0,1,0,0,0
0,31,1,0,1,1,0,1,0,0,0,0
0,35,0,1,1,1,0,0,1,0,0,0
0,68,1,0,1,0,0,0,1,0,0,0
0,22,0,0,0,0,0,0,0,0,0,0
0,54,1,0,0,1,0,0,1,0,0,0
0,8,1,0,0,0,0,0,1,0,0,0
0,55,0,1,0,0,0,0,1,0,0,0
0,20,0,1,0,0,0,0,1,0,0,1
0,35,1,0,1,0,1,0,1,0,0,0
0,8,0,0,0,0,0,0,1,0,0,0
0,27,0,1,1,0,0,0,1,0,0,1
0,38,0,0,0,0,0,0,1,0,0,0
0,41,0,0,0,1,0,0,1,1,0,0
0,9,0,1,1,0,0,0,1,0,0,0
0,26,0,0,1,0,0,0,1,0,0,0
3,17,0,0,0,0,0,1,0,0,0,1
1,10,0,0,0,0,0,0,1,0,0,1
0,6,1,0,1,0,0,0,0,0,0,1
0,17,0,1,0,0,0,0,1,0,0,0
2,21,0,1,0,0,0,0,1,0,0,1
1,22,1,0,0,0,0,0,1,0,0,1
0,14,1,0,0,0,1,1,0,0,0,0
0,11,1,0,0,0,0,0,1,0,0,0
1,75,0,0,1,0,0,0,1,0,0,1
0,11,0,0,0,0,0,1,0,1,0,0
0,6,0,1,1,0,0,1,0,0,0,0
0,14,0,1,1,0,0,0,1,0,0,0
0,82,0,1,0,1,0,0,1,0,0,0
6,17,0,1,1,0,0,1,0,0,0,1
0,49,1,0,1,1,0,1,0,0,0,0
1,66,1,0,0,1,0,0,1,0,0,1
1,12,0,0,1,0,0,0,1,0,0,1
0,6,0,0,1,0,0,0,0,0,0,0
0,8,0,1,1,0,0,1,0,0,0,0
0,25,0,0,1,0,0,0,1,1,0,0
0,8,0,1,1,0,0,1,0,0,0,0
0,6,0,0,0,0,0,0,1,0,0,0
0,10,0,1,0,0,0,0,1,0,0,0
0,14,1,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1
0,46,1,0,1,0,0,0,1,0,0,1
0,28,1,0,1,1,0,1,0,0,0,0
6,0,0,0,0,0,0,1,0,1,0,1
0,23,0,0,0,1,0,1,0,0,0,1
0,16,0,1,0,0,0,0,1,0,0,0
0,8,0,1,1,0,0,0,1,0,0,0
0,13,0,1,0,0,0,0,1,0,0,0
0,11,0,0,1,0,1,0,1,0,0,1
0,65,0,1,1,0,1,0,1,0,0,0
0,56,0,1,1,1,0,0,1,0,0,0
0,14,0,1,0,0,0,0,1,0,0,0
1,11,0,0,1,1,0,0,1,1,0,1
0,11,1,0,1,0,0,0,1,0,0,1
0,14,0,1,0,0,1,1,0,0,0,0
0,53,0,1,1,0,1,0,1,0,0,0
5,18,0,0,1,0,1,0,1,0,0,1
0,13,0,0,1,0,0,0,1,0,0,0
0,60,0,1,1,1,0,0,1,0,0,0
0,48,0,1,0,1,0,0,1,0,0,0
0,13,0,0,0,0,0,1,0,1,0,1
0,6,0,0,1,0,0,1,0,0,0,1
0,52,1,0,1,1,0,0,1,0,0,0
0,1,0,1,0,0,0,1,0,0,0,0
6,2,0,0,0,0,0,0,0,0,0,1
3,18,1,0,1,1,0,0,1,0,0,1
0,75,0,0,1,0,0,0,1,0,0,0
3,3,0,0,0,0,1,0,1,0,0,1
5,23,0,1,1,1,0,1,0,0,1,0
0,38,0,1,1,1,0,0,1,0,0,0
0,17,0,0,1,0,0,1,0,0,0,0
1,60,0,1,1,0,0,0,0,0,0,1
7,37,0,1,1,0,0,1,0,0,0,1
0,46,0,0,0,0,0,0,1,0,0,0
0,17,0,1,1,0,0,1,0,0,0,0
0,28,0,0,0,0,0,0,1,0,0,0
1,7,0,1,1,0,0,1,0,0,0,1
0,6,0,1,1,0,0,1,0,0,0,0
4,49,0,0,1,0,1,0,1,0,0,1
0,41,1,0,1,0,0,0,1,0,0,1
0,1,0,1,0,0,1,0,0,0,0,0
6,15,1,0,1,0,0,0,1,0,0,1
0,19,0,1,1,1,0,0,1,0,0,0
0,6,0,1,1,0,0,0,1,0,0,0
0,7,0,0,0,0,0,1,0,0,0,0
4,18,1,0,1,0,0,0,1,0,0,1
0,32,0,0,1,0,0,0,1,0,0,0
0,37,0,1,0,0,0,0,1,0,0,0
0,40,0,0,1,0,0,0,1,0,0,0
0,33,0,1,1,0,0,0,1,0,0,0
1,35,0,1,0,0,0,0,1,0,0,1
0,11,0,1,1,0,0,1,0,0,0,0
0,10,1,0,0,0,0,1,0,0,0,0
9,27,0,0,0,0,0,0,1,0,0,1
3,37,0,0,1,0,0,1,0,0,0,1
0,7,1,0,0,0,0,0,1,0,0,0
0,14,0,0,0,0,0,1,0,0,0,0
0,16,0,1,0,1,0,1,0,0,0,0
1,65,1,0,1,1,0,0,1,0,0,1
0,22,0,0,1,0,0,0,1,0,0,0
0,14,0,0,1,0,0,0,1,0,0,0
0,8,0,0,1,0,0,1,0,1,0,0
0,29,0,1,1,1,0,1,0,0,0,0
0,12,0,0,0,0,0,0,1,1,0,0
1,29,0,0,0,0,0,0,1,0,0,1
0,39,0,0,1,0,0,0,1,0,0,0
0,35,0,0,1,0,0,0,1,0,0,0
4,11,0,0,0,0,0,1,0,1,0,1
0,38,0,0,1,0,0,1,0,0,0,0
0,72,0,1,1,0,0,0,1,0,0,0
1,16,0,1,0,0,0,0,1,0,0,1
3,14,0,0,1,1,0,0,1,0,0,1
0,4,0,1,1,0,0,1,0,0,0,0
0,4,1,0,1,0,0,0,0,0,0,1
9,46,0,0,1,0,0,1,0,0,1,0
0,27,0,1,1,0,0,1,0,0,0,0
0,10,0,1,1,0,0,1,0,0,0,0
0,6,0,0,0,0,0,0,1,0,0,0
0,1,1,0,1,0,0,0,0,0,0,0
0,4,1,0,1,0,1,0,0,0,0,1
0,9,0,1,1,0,0,0,1,0,0,1
0,8,0,0,0,0,0,1,0,0,0,0
0,11,1,0,0,0,0,0,1,0,0,1
0,7,0,1,1,0,0,0,1,0,0,0
4,3,0,0,0,0,0,1,0,0,0,1
0,3,1,0,0,0,0,0,0,0,0,0
0,22,0,1,1,0,0,0,1,0,0,0
0,20,0,1,1,0,0,0,1,0,0,1
0,9,0,1,0,0,0,0,0,0,0,0
0,38,0,1,1,1,0,0,1,0,0,0
5,18,0,0,0,0,0,0,1,1,0,1
0,9,0,1,1,0,0,1,0,0,0,1
0,17,0,0,1,0,0,1,0,0,0,0
0,53,0,0,1,0,1,0,1,0,0,0
0,31,0,1,1,0,1,0,1,0,0,1
0,56,0,0,0,1,0,1,0,0,0,1
0,6,0,1,1,0,0,1,0,0,0,0
0,47,0,1,0,0,1,0,1,0,0,0
0,3,0,1,1,0,0,1,0,0,0,0
0,39,0,0,0,0,0,0,1,0,0,1
2,49,0,1,1,0,0,0,1,0,0,1
0,33,0,0,0,1,0,0,0,0,0,0
3,16,1,0,1,0,0,0,1,0,0,1
9,32,0,0,0,0,0,0,1,0,0,1
0,20,0,0,0,0,0,0,1,1,0,1
0,49,0,1,0,1,0,0,1,0,0,0
0,12,0,1,0,0,0,0,0,0,0,0
4,12,0,1,1,0,0,1,0,0,0,1
0,42,0,0,1,0,0,0,1,0,0,0
0,32,0,1,1,0,1,0,1,0,0,0
0,6,0,1,1,0,0,1,0,0,0,1
0,33,0,1,0,1,0,1,0,0,0,0
0,63,1,0,1,1,0,0,1,0,0,0
0,20,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,1,0,0,0
1,19,0,1,0,0,1,0,1,0,0,1
0,24,0,1,0,0,0,1,0,0,0,0
0,47,0,1,1,0,0,0,1,0,0,0
0,35,0,0,1,1,0,0,1,0,0,0
0,49,0,0,0,0,0,0,1,0,0,0
0,7,0,1,1,0,0,1,0,0,0,1
0,41,1,0,1,1,0,0,1,0,0,0
0,55,0,1,1,0,1,0,1,0,0,0
0,26,1,0,0,0,0,0,1,0,0,0
6,16,0,0,0,0,0,0,1,1,0,1
0,37,0,0,1,1,0,0,1,0,0,1
0,8,0,1,1,0,0,1,0,0,0,1
0,29,0,0,0,0,0,0,1,0,0,0
0,7,1,0,0,0,0,0,1,0,0,1
0,10,0,0,1,0,0,1,0,0,0,0
0,17,0,0,0,0,0,1,0,0,0,0
1,27,0,1,0,0,0,0,1,0,0,1
0,50,1,0,0,0,0,1,0,0,0,1
8,30,0,0,1,0,0,1,0,0,1,0
0,80,0,1,1,1,0,0,0,0,0,0
0,21,0,1,1,0,0,1,0,0,0,0
0,57,0,0,1,1,0,0,1,0,0,0
3,22,0,0,0,0,0,1,0,0,1,0
0,22,0,1,1,0,0,0,0,0,0,0
0,101,0,0,1,0,0,0,1,0,0,0
0,7,0,0,0,0,0,1,0,0,0,0
1,22,0,1,0,1,0,1,0,0,0,1
3,14,1,0,0,1,0,1,0,0,0,1
0,44,0,0,0,1,0,0,1,0,0,0
2,21,1,0,1,0,1,0,1,0,0,1
0,68,0,1,1,1,0,0,1,0,0,0
2,59,0,1,0,0,0,1,0,0,0,1
0,9,0,1,1,0,0,0,1,0,0,1
0,34,1,0,0,0,1,0,1,0,0,1
0,31,0,0,1,0,0,0,1,0,0,0
0,92,1,0,1,1,0,0,1,0,0,0
1,43,0,1,1,0,0,0,0,0,0,1
0,36,0,1,1,0,0,0,1,0,0,0
0,18,1,0,0,0,0,0,1,0,0,0
0,14,0,0,0,0,0,0,1,0,0,0
0,30,0,1,1,0,0,0,1,0,0,1
0,13,0,0,0,0,1,1,0,0,0,0
4,32,0,0,1,0,0,0,0,0,0,1
0,79,1,0,1,0,0,0,1,0,0,0
0,21,0,1,1,0,0,0,1,0,0,1
3,49,0,1,1,1,0,0,1,0,0,1
0,31,0,0,0,1,0,0,1,0,0,0
2,36,0,0,1,0,0,0,1,0,0,1
5,41,0,1,0,1,0,1,0,0,1,0
2,71,0,0,0,1,0,0,1,0,0,1
0,48,0,1,0,1,0,0,1,0,0,1
0,24,1,0,0,0,1,1,0,0,0,0
0,49,0,1,1,0,1,0,1,0,0,0
10,36,0,1,0,0,0,1,0,0,0,1
4,7,0,1,0,0,0,1,0,0,0,1
0,34,0,0,1,1,0,0,1,0,0,0
0,10,1,0,0,0,0,0,1,0,0,0
3,67,1,0,0,0,0,0,1,0,0,1
0,14,0,1,1,0,0,0,1,0,0,1
0,91,1,0,0,0,1,0,1,0,0,0
0,17,0,0,1,0,0,0,1,0,0,0
0,77,0,1,0,0,0,0,1,0,0,0
0,17,0,0,1,0,0,0,1,0,0,0
0,12,1,0,0,0,0,0,1,0,0,1
2,20,0,0,1,0,0,0,1,1,0,1
0,5,0,0,1,0,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,1
0,36,1,0,0,1,0,0,1,0,0,0
1,37,1,0,0,0,1,0,1,0,0,1
0,19,0,1,1,0,0,1,0,0,0,0
0,5,0,1,1,0,0,1,0,0,0,0
0,5,0,1,0,0,0,0,1,0,0,0
1,46,0,1,0,1,0,0,0,0,0,1
3,46,1,0,0,1,0,1,0,0,0,1
0,7,0,1,1,0,0,1,0,0,0,0
0,22,0,1,1,0,0,0,1,0,0,1
1,52,0,0,1,0,0,0,1,0,0,1
2,7,0,1,1,1,0,0,1,0,0,1
8,20,1,0,1,0,0,1,0,0,0,1
0,19,0,1,1,0,0,0,1,0,0,1
0,68,0,1,1,1,0,1,0,0,0,0
0,39,0,0,0,1,0,0,0,1,0,0
0,9,0,0,1,0,0,1,0,0,0,0
7,47,0,0,1,0,0,0,1,0,0,1
6,26,1,0,0,0,0,1,0,0,0,1
0,7,0,1,1,0,0,0,0,0,0,1
0,50,0,1,1,0,0,1,0,0,0,0
5,16,1,0,1,0,0,1,0,0,0,1
0,17,1,0,0,0,0,0,1,0,0,1
3,48,1,0,0,0,1,0,1,0,0,1
0,17,1,0,1,0,0,0,1,0,0,0
0,8,1,0,1,0,0,1,0,0,0,0
0,44,1,0,1,1,0,0,1,0,0,0
0,67,1,0,0,0,0,0,1,0,0,0
2,50,1,0,0,0,0,0,1,0,0,1
0,46,1,0,1,1,0,0,1,0,0,0
5,49,0,1,1,0,0,0,1,0,1,0
0,23,0,0,1,1,0,1,0,1,0,0
6,42,1,0,1,0,0,1,0,0,1,0
2,37,1,0,1,0,0,1,0,0,0,1
4,22,1,0,1,1,0,0,0,0,0,1
0,56,0,1,0,0,0,0,1,0,0,0
0,39,0,1,1,0,0,0,1,0,0,0
0,40,0,1,1,0,0,0,1,0,0,1
0,50,0,0,0,1,0,0,1,0,0,1
0,50,1,0,0,0,0,0,0,0,0,0
1,4,1,0,1,0,1,0,0,0,0,1
1,13,0,0,1,0,0,0,1,0,0,1
1,41,0,0,1,0,0,1,0,0,0,1
0,14,0,1,1,0,0,1,0,0,0,0
1,30,0,0,0,0,0,0,0,0,0,1
1,37,0,1,1,1,0,0,1,0,0,1
0,35,1,0,0,0,0,0,1,0,0,1
0,22,0,1,1,0,0,1,0,0,0,1
0,14,0,1,0,0,1,0,1,0,0,1
0,71,0,0,0,0,1,0,1,0,0,1
0,10,0,1,1,0,0,0,0,0,0,0
0,3,0,1,1,0,0,1,0,0,0,0
0,24,1,0,1,1,0,0,1,0,0,1
6,48,1,0,1,1,0,0,1,0,0,1
0,2,0,0,1,0,0,0,1,0,0,0
0,6,0,1,1,0,0,0,1,0,0,0
1,14,1,0,0,0,0,0,1,0,0,1
0,18,1,0,1,0,0,0,1,0,0,0
0,34,0,0,0,0,0,0,1,0,0,1
0,9,0,1,0,0,0,0,1,0,0,0
0,22,0,0,1,0,0,1,0,0,0,0
1,25,0,0,0,0,0,0,1,0,0,1
2,40,1,0,1,1,0,0,1,0,1,0
0,63,1,0,0,1,0,0,1,0,0,0
0,11,1,0,0,1,0,1,0,0,0,1
0,49,0,0,0,0,0,0,1,0,0,0
8,35,0,1,0,0,0,1,0,0,0,1
0,12,0,1,0,0,0,0,0,0,0,0
0,42,0,1,0,1,0,0,1,0,0,0
0,27,0,1,1,0,0,1,0,0,0,0
0,33,0,0,1,1,0,0,1,0,0,0
0,24,1,0,1,1,0,0,1,0,0,0
0,22,1,0,0,1,0,0,1,0,0,1
0,15,0,1,0,0,0,0,1,0,0,1
0,10,0,1,1,0,0,0,0,0,0,0
0,9,1,0,1,0,0,1,0,0,0,0
0,60,0,0,1,1,0,0,1,0,0,0
0,46,0,0,1,0,0,1,0,0,0,0
0,62,1,0,0,1,0,0,1,0,0,0
0,51,0,0,0,0,0,0,0,0,0,1
0,4,1,0,1,0,0,0,1,0,0,0
0,31,0,0,0,1,0,0,1,1,0,0
0,7,1,0,1,0,0,1,0,0,0,0
0,49,0,1,1,1,0,0,1,0,0,0
10,21,0,0,0,0,0,1,0,0,0,1
0,11,0,1,0,0,0,0,1,0,0,0
0,90,0,0,1,0,0,1,0,0,0,0
4,22,0,0,0,1,0,1,0,1,0,1
0,22,0,0,1,1,0,0,1,0,0,0
1,11,1,0,0,0,0,0,1,0,0,1
0,7,0,0,1,0,1,1,0,1,0,0
0,21,0,0,0,0,0,0,1,0,0,0
0,48,0,1,0,0,0,0,1,0,0,0
1,16,0,1,0,0,1,0,1,1,0,1
4,40,0,0,1,0,1,0,1,0,0,1
0,5,0,0,1,0,0,1,0,0,0,0
8,77,1,0,0,0,0,0,1,0,0,1
0,48,0,0,1,0,0,0,1,0,0,1
0,46,0,1,0,1,0,0,1,0,0,0
1,14,0,1,1,0,0,1,0,0,0,1
0,6,0,1,0,1,0,0,0,0,0,0
0,21,0,1,0,0,0,0,1,0,0,0
1,21,0,1,1,1,0,0,0,0,0,1
0,56,0,1,1,1,0,1,0,0,0,0
1,30,0,0,0,0,0,1,0,0,0,1
0,4,0,0,1,0,0,0,1,0,0,0
0,61,1,0,1,0,0,0,1,0,0,1
0,2,0,0,0,0,0,0,1,0,0,0
0,7,0,1,0,0,1,1,0,0,0,0
10,24,1,0,1,0,0,0,0,0,1,0
0,29,0,1,0,1,0,1,0,0,0,0
0,7,0,0,0,0,0,0,1,0,0,0
0,27,1,0,0,0,0,0,1,0,0,0
1,53,1,0,0,0,0,1,0,0,0,1
4,17,1,0,1,1,0,0,1,0,1,0
0,53,0,0,1,1,0,0,1,0,0,0
0,7,0,0,0,0,0,1,0,0,0,0
0,15,0,0,0,0,1,0,1,0,0,1
0,20,0,0,0,1,0,1,0,1,0,0
0,84,0,1,0,1,0,0,1,0,0,0
3,20,1,0,0,1,0,0,0,0,0,1
4,10,0,1,1,0,0,0,1,0,0,1
0,63,0,1,1,0,0,0,1,0,0,0
0,27,0,0,0,1,0,0,1,0,0,0
1,115,1,0,1,1,0,0,1,0,0,1
0,5,0,0,1,0,0,1,0,0,0,0
7,11,0,1,0,1,0,0,1,0,0,1
0,30,0,0,1,1,0,0,0,0,0,0
1,34,1,0,0,0,0,1,0,0,0,1
0,24,0,0,0,0,1,0,1,0,0,0
0,8,0,0,1,0,0,1,0,0,0,0
7,18,1,0,1,0,0,0,0,0,0,1
2,32,0,0,0,1,0,1,0,0,0,1
2,22,0,0,1,0,1,1,0,0,0,1
0,21,0,1,1,0,0,1,0,0,0,0
1,37,0,1,1,0,1,0,1,0,0,1
0,6,0,1,0,0,0,0,1,0,0,0
0,21,1,0,1,0,0,1,0,0,0,0
0,48,1,0,0,0,0,0,1,0,0,0
1,18,0,1,0,0,0,0,1,0,0,1
0,34,0,1,0,1,0,1,0,0,0,0
1,26,0,1,0,0,0,0,1,0,0,1
6,32,0,0,0,0,0,0,1,0,0,1
1,18,1,0,1,0,0,0,1,0,0,1
0,2,0,1,0,0,0,1,0,0,0,0
0,17,0,1,0,0,0,1,0,0,0,0
4,99,0,0,0,1,0,1,0,0,0,1
0,7,0,1,1,0,0,1,0,0,0,0
0,37,0,1,0,0,1,0,1,0,0,1
0,32,1,0,1,0,0,0,1,0,0,0
0,9,0,0,0,0,0,0,1,0,0,0
1,44,0,1,0,0,0,0,1,0,0,1
0,36,0,1,1,1,0,0,1,0,0,0
0,53,1,0,1,1,0,0,1,0,0,0
0,9,0,1,1,0,0,0,1,0,0,0
0,44,0,1,0,1,0,0,1,0,0,0
7,19,0,0,1,1,0,1,0,1,1,0
5,22,0,0,0,0,0,1,0,0,0,1
0,39,0,1,1,0,0,1,0,0,0,0
0,39,0,1,0,0,0,0,1,0,0,0
0,7,0,0,0,0,0,1,0,0,0,0
0,14,1,0,1,0,1,1,0,0,0,0
0,16,0,1,1,0,0,1,0,0,0,0
0,4,0,1,0,0,0,1,0,0,0,0
0,32,0,0,0,0,0,1,0,0,0,0
0,4,0,1,1,0,1,1,0,0,0,0
9,17,1,0,1,1,0,0,1,0,0,1
8,49,0,1,0,1,0,0,1,0,0,1
0,22,1,0,1,0,0,1,0,0,0,0
0,8,0,1,0,0,0,0,0,0,0,1
4,3,0,1,0,0,0,1,0,0,0,1
4,10,0,0,0,0,0,1,0,1,0,1
0,5,1,0,1,0,0,0,0,0,0,0
0,38,0,1,0,0,1,1,0,0,0,0
0,45,1,0,1,0,1,0,0,0,0,1
0,22,0,1,0,0,1,1,0,0,0,0
0,29,0,1,1,0,1,0,1,0,0,0
1,81,0,0,0,1,0,0,1,0,0,1
0,49,1,0,1,0,1,0,1,0,0,0
0,41,0,1,1,1,0,0,1,0,0,0
0,8,0,0,0,0,0,1,0,0,0,0
0,43,0,1,0,1,0,0,1,0,0,0
1,11,0,1,1,0,0,0,1,0,0,1
0,52,1,0,1,0,0,0,1,0,0,0
3,21,0,0,0,0,0,1,0,0,0,1
7,14,0,0,1,1,0,1,0,1,0,1
8,91,1,0,0,0,0,1,0,0,0,1
0,24,0,0,1,0,1,0,1,0,0,0
0,10,1,0,1,0,0,1,0,0,0,0
0,18,0,0,1,0,1,0,1,0,0,0
2,73,0,1,0,1,0,0,1,0,0,1
3,36,0,0,0,0,0,0,1,0,0,1
3,34,0,0,0,0,0,0,1,0,0,1
7,5,0,0,0,1,0,0,0,0,0,1
6,4,1,0,0,0,0,1,0,0,0,1
0,34,0,0,0,0,0,0,1,0,0,0
0,45,0,0,1,1,0,0,1,0,0,0
0,31,0,0,0,0,0,0,1,0,0,1
0,8,1,0,1,0,0,1,0,0,0,1
0,14,0,0,1,0,0,1,0,1,0,1
0,7,0,0,1,0,0,1,0,0,0,0
1,7,0,0,1,0,0,0,1,0,1,0
1,33,0,0,0,0,0,0,0,1,0,1
0,46,1,0,1,1,0,0,1,0,0,0
0,108,1,0,1,0,0,0,1,0,0,0
0,12,0,1,1,0,1,1,0,0,0,0
8,33,0,0,1,0,1,0,1,0,0,1
0,6,0,1,1,0,0,1,0,0,0,1
0,36,0,1,1,0,1,0,1,0,0,0
0,41,0,0,0,0,1,0,1,0,0,0
0,74,1,0,0,0,0,0,1,0,0,0
0,11,1,0,0,0,0,1,0,0,0,0
9,44,1,0,0,0,0,1,0,0,0,1
0,16,0,1,0,0,0,1,0,0,0,0
3,76,1,0,1,1,0,0,1,0,0,1
0,29,0,1,1,1,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1
0,11,0,1,0,0,0,1,0,0,0,0
6,32,0,1,0,0,0,0,1,0,0,1
0,11,0,0,1,0,0,0,1,1,0,0
0,5,0,0,1,0,0,0,1,1,0,0
7,59,0,0,1,1,0,0,1,0,0,1
1,18,1,0,1,0,0,0,1,0,0,1
0,34,1,0,1,0,0,0,1,0,0,0
0,24,0,1,0,1,0,0,0,0,0,0
0,33,0,0,1,0,0,0,0,0,0,0
0,78,1,0,0,1,0,1,0,0,0,0
1,10,1,0,0,0,0,0,1,0,0,1
1,11,0,0,0,0,0,1,0,0,0,1
0,15,1,0,1,0,0,0,1,0,0,0
0,29,1,0,0,0,0,1,0,0,0,1
0,8,0,0,1,0,0,0,1,0,0,0
1,18,0,0,1,0,0,0,1,0,0,1
0,56,0,1,1,1,0,0,1,0,0,0
1,25,0,0,0,0,0,1,0,0,0,1
7,59,0,1,0,1,0,1,0,0,0,1
1,17,0,1,1,0,0,0,1,0,0,1
9,35,0,1,1,0,0,1,0,0,1,0
0,86,0,1,0,1,0,0,1,0,0,0
1,15,0,1,0,0,0,0,1,0,0,1
0,50,0,1,1,0,0,0,1,0,0,0
0,24,0,0,1,1,0,0,1,1,0,0
0,56,0,1,0,1,0,0,1,0,0,0
0,18,0,1,1,0,0,0,1,0,0,0
3,23,0,0,1,0,1,1,0,1,0,1
0,29,1,0,0,0,0,0,1,0,0,1
0,13,0,1,1,0,0,0,1,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0
0,49,0,0,0,1,0,0,1,0,0,0
0,8,0,1,1,0,0,1,0,0,0,0
0,77,1,0,0,1,0,0,1,0,0,1
1,17,0,1,1,0,1,0,1,0,0,1
0,38,1,0,0,0,1,0,1,0,0,1
0,24,0,1,1,0,0,0,1,0,0,0
0,39,0,0,1,1,0,0,1,0,0,0
8,31,1,0,1,1,0,0,1,0,1,0
0,6,0,1,0,0,0,0,1,0,0,0
1,44,1,0,0,0,0,1,0,0,0,1
0,7,1,0,0,0,0,1,0,0,0,0
0,36,0,1,0,0,0,0,1,0,0,1
1,27,0,0,0,0,0,1,0,0,0,1
0,53,0,1,0,0,0,0,1,0,0,0
0,8,0,1,0,0,0,1,0,0,0,0
0,4,0,1,0,0,0,1,0,0,0,0
0,9,0,1,1,0,0,0,1,0,0,0
0,15,0,1,0,0,0,0,1,0,0,1
0,45,0,0,0,0,0,1,0,0,0,0
0,91,0,1,0,1,0,0,1,0,0,0
6,35,1,0,0,0,0,0,1,0,0,1
0,17,0,1,1,0,0,0,1,0,0,1
7,94,0,1,1,1,0,1,0,0,0,1
2,10,1,0,0,0,0,0,1,0,0,1
0,8,1,0,1,0,0,1,0,0,0,0
3,13,0,0,0,0,0,0,1,0,0,1
0,39,1,0,1,0,1,0,1,0,0,0
0,30,0,0,1,1,0,0,1,1,0,0
0,10,1,0,1,0,0,0,1,0,0,0
