intake_age,days_in_shelter,simplified_color_one_color,simplified_color_tabby,simplified_sex_male,simplified_condition_ill,simplified_condition_other,simplified_type_owner_surrender,simplified_type_stray,simplified_breed_other,simplified_size_other,simplified_size_small
0,9,1,0,1,0,0,0,1,1,0,0
0,3,0,1,1,0,0,1,0,0,0,0
0,28,0,1,1,1,0,0,1,0,0,0
1,10,0,0,1,0,0,0,0,1,0,1
0,63,0,0,0,0,0,0,1,0,0,0
0,10,0,0,0,0,0,1,0,0,0,0
0,23,0,1,0,0,1,0,1,0,0,0
0,25,1,0,1,0,0,0,1,0,0,0
0,36,0,0,1,1,0,0,1,0,0,0
0,7,1,0,0,0,0,1,0,0,0,1
0,37,0,1,0,1,0,0,1,0,0,0
1,19,0,0,0,0,0,0,1,0,0,1
5,29,0,1,1,0,0,1,0,0,0,1
0,15,1,0,1,1,0,0,1,0,0,1
0,21,0,1,0,0,0,0,1,0,0,0
0,13,0,0,0,0,0,0,1,0,0,0
0,16,0,0,0,0,0,0,1,0,0,0
0,48,1,0,1,0,0,0,1,0,0,0
0,34,0,1,1,0,0,1,0,0,0,1
0,37,0,0,1,1,0,0,1,0,0,0
0,58,1,0,0,1,0,0,1,0,0,0
0,41,0,0,1,0,0,0,1,0,0,0
0,10,0,0,1,0,0,0,0,0,0,0
0,42,0,0,0,0,1,0,1,1,0,1
0,15,1,0,1,0,0,1,0,0,0,0
0,18,1,0,1,0,0,0,1,0,0,1
0,6,0,1,1,0,0,0,1,0,0,0
7,23,1,0,0,0,0,0,1,1,1,0
0,38,0,0,1,0,0,0,0,0,0,1
0,63,0,0,0,0,0,0,1,0,0,0
0,15,0,0,1,0,0,0,1,0,0,1
2,45,0,0,1,0,0,0,1,0,1,0
1,39,0,1,0,0,0,1,0,0,0,1
0,55,0,1,0,1,0,0,1,0,0,0
0,3,0,1,1,0,0,0,1,0,0,1
0,31,0,0,0,0,0,1,0,0,0,0
1,25,0,0,1,0,0,0,1,0,0,1
0,13,0,1,0,0,0,0,1,0,0,0
1,80,0,1,0,0,0,0,1,0,0,1
0,25,1,0,0,1,0,0,1,0,0,0
0,32,0,1,0,1,0,0,1,0,0,0
0,38,0,1,1,1,0,0,1,0,0,0
0,13,0,1,1,0,0,0,1,0,0,1
1,15,0,0,1,0,0,1,0,0,0,1
0,20,1,0,0,1,0,1,0,0,0,0
0,4,0,1,1,0,0,1,0,0,0,0
2,1,0,0,1,0,0,1,0,0,0,1
0,16,0,0,1,0,0,1,0,0,0,0
0,20,1,0,1,1,0,0,1,0,0,0
0,28,0,1,1,1,0,0,1,0,0,0
0,7,0,1,1,0,0,0,1,0,0,1
0,21,1,0,0,0,0,0,1,0,0,0
0,17,1,0,1,1,0,1,0,0,0,0
0,34,0,0,0,0,1,0,1,0,0,0
0,35,0,0,1,0,1,0,1,0,0,0
0,11,0,0,1,0,0,0,1,0,0,1
0,60,0,1,1,0,0,1,0,0,0,1
3,30,0,0,0,0,0,1,0,0,1,0
0,56,0,0,0,0,0,1,0,0,0,0
0,64,0,1,0,0,0,0,1,0,0,0
0,84,0,0,1,0,0,0,1,0,0,0
0,13,0,1,0,0,0,0,1,0,0,0
0,35,1,0,1,0,0,1,0,0,0,0
0,42,1,0,0,1,0,0,1,0,0,0
0,85,1,0,1,0,0,0,1,0,0,0
1,57,0,1,0,1,0,1,0,0,0,1
1,16,0,1,0,0,0,0,0,0,0,1
0,32,0,1,1,0,0,0,0,0,0,0
0,55,0,1,0,1,0,0,1,0,0,0
0,12,1,0,1,0,1,0,1,0,0,0
2,14,0,1,0,0,1,1,0,0,0,1
0,48,0,0,1,0,0,0,1,0,0,0
0,8,0,1,1,0,0,0,1,0,0,0
1,37,0,1,1,1,0,0,1,0,0,1
0,66,0,1,1,1,0,0,1,0,0,0
0,79,0,0,0,1,0,0,1,0,0,0
1,21,0,1,1,0,0,0,1,0,0,1
4,64,0,0,1,0,0,0,1,0,0,1
0,20,0,1,1,0,0,0,1,0,0,0
0,45,1,0,0,1,0,0,1,0,0,0
0,23,0,1,0,0,0,0,1,0,0,0
1,88,0,1,0,0,0,0,1,0,0,1
0,78,0,1,0,1,0,0,1,0,0,0
0,67,0,1,1,0,1,0,1,1,0,0
0,55,1,0,0,0,0,1,0,0,0,0
0,6,0,1,1,0,0,1,0,0,0,0
0,20,0,0,1,0,0,0,1,0,0,0
0,113,1,0,0,0,1,0,1,0,0,0
0,32,1,0,0,0,0,0,1,0,0,0
0,40,0,1,0,0,0,0,1,0,0,1
0,37,0,1,1,1,0,0,1,0,0,0
0,4,0,1,0,0,1,1,0,0,0,1
0,6,0,0,1,0,0,1,0,0,0,0
0,36,0,1,0,0,0,0,1,0,0,0
1,10,0,0,1,1,0,0,1,0,0,1
0,18,0,1,0,0,0,0,1,0,0,0
0,14,0,1,0,1,0,1,0,0,0,0
4,11,0,0,0,1,0,0,1,0,0,1
0,56,1,0,0,0,0,0,1,0,0,0
0,35,0,0,0,0,0,0,1,0,0,0
6,16,0,0,0,0,0,1,0,1,0,1
0,49,0,0,0,0,0,1,0,0,0,0
0,59,0,0,1,1,0,0,1,0,0,0
1,57,0,0,1,0,0,0,1,0,0,1
0,18,1,0,0,0,0,0,0,0,0,0
0,76,1,0,1,1,0,0,1,0,0,0
0,8,1,0,0,0,0,0,1,0,0,0
0,33,0,0,0,0,0,0,1,0,0,0
9,52,1,0,1,0,0,1,0,0,1,0
0,18,0,0,0,0,0,0,1,0,0,0
6,77,0,1,1,1,0,1,0,1,0,1
0,20,0,1,1,0,0,1,0,0,0,0
5,11,0,1,0,0,0,1,0,0,0,1
0,50,0,0,0,1,0,0,1,0,0,0
6,10,1,0,1,0,0,1,0,0,0,1
0,43,0,1,0,0,1,0,1,0,0,1
0,24,0,1,1,1,0,0,1,0,0,0
0,62,0,1,1,1,0,0,1,0,0,0
0,24,0,0,1,1,0,0,1,1,0,0
0,15,0,1,1,0,0,0,1,0,0,0
0,49,0,0,1,0,0,0,1,0,0,0
0,29,0,1,0,1,0,0,1,0,0,0
0,34,0,0,0,0,0,0,1,0,0,0
0,28,1,0,0,0,0,0,1,0,0,0
0,6,0,1,1,0,0,0,0,0,0,0
0,22,0,0,1,0,0,0,1,0,0,0
0,35,0,0,1,1,0,0,1,0,0,0
1,17,1,0,0,0,1,0,1,0,0,1
3,14,1,0,0,0,0,1,0,0,0,1
0,30,0,0,0,0,0,0,1,0,0,0
0,33,0,0,0,0,0,0,1,0,0,0
0,51,0,0,1,1,0,0,1,0,0,0
4,83,0,0,0,1,0,1,0,0,0,1
0,10,0,1,1,0,0,0,0,0,0,0
0,80,0,1,1,1,0,0,1,0,0,0
0,14,0,0,1,0,0,1,0,0,0,0
0,3,0,0,0,0,0,1,0,1,0,0
0,21,0,0,1,0,0,1,0,0,0,0
0,39,0,1,0,1,0,1,0,0,0,0
0,23,0,1,0,1,0,1,0,0,0,0
1,11,0,1,1,0,0,0,0,0,0,1
0,44,0,0,0,0,1,0,1,0,0,0
0,13,0,0,0,0,0,0,1,0,0,0
0,21,0,1,1,1,0,0,1,0,0,0
0,12,0,0,0,0,0,0,1,0,0,0
1,15,0,0,0,0,0,0,1,1,0,1
0,15,1,0,0,0,0,1,0,0,0,1
0,65,0,0,0,1,0,0,1,0,0,0
0,43,0,1,1,1,0,0,1,0,0,0
2,11,0,0,1,0,0,1,0,0,0,1
2,24,0,0,1,0,0,1,0,0,1,0
0,18,0,0,0,0,0,1,0,0,0,0
0,17,1,0,0,0,0,0,1,0,0,0
0,69,0,0,0,1,0,0,1,0,0,0
0,14,1,0,0,0,0,1,0,0,0,0
0,29,0,1,1,0,0,0,1,0,0,0
0,50,1,0,1,0,0,1,0,0,0,0
5,49,0,0,1,1,0,0,1,0,0,1
0,22,0,0,1,0,0,0,1,0,0,0
0,20,0,0,0,0,0,1,0,0,0,1
0,19,0,0,1,0,0,0,1,0,0,0
2,60,0,1,1,1,0,0,1,0,0,1
0,21,0,1,0,0,0,0,1,0,0,1
0,10,1,0,1,0,0,0,1,0,0,1
7,14,0,1,0,0,1,1,0,0,0,1
0,34,0,0,1,0,0,0,1,0,0,0
5,59,0,0,1,0,0,1,0,0,0,1
0,60,0,1,1,0,0,1,0,0,0,1
0,2,0,1,1,0,0,1,0,0,0,0
0,17,1,0,0,0,0,0,1,0,0,0
0,22,1,0,0,0,0,0,1,0,0,0
0,51,0,0,0,0,0,0,0,0,0,1
2,64,0,0,0,0,0,0,0,0,0,1
0,7,0,0,0,0,0,1,0,0,0,0
8,42,0,1,0,0,0,0,1,0,0,1
0,58,0,0,0,0,1,0,1,0,0,0
8,5,0,0,0,0,0,1,0,1,0,1
0,81,0,1,0,1,0,0,1,0,0,0
0,57,0,1,0,1,0,0,1,0,0,0
0,47,0,1,0,0,0,0,1,0,0,0
0,41,0,0,1,1,0,0,1,0,0,0
10,41,1,0,1,0,0,1,0,0,0,1
0,37,0,0,0,0,0,0,1,0,0,0
0,9,0,0,0,0,1,0,1,0,0,1
0,11,0,1,1,0,0,0,1,0,0,1
0,12,1,0,1,0,0,0,1,0,0,1
1,90,0,1,0,0,1,0,1,0,0,1
0,18,0,1,1,0,0,0,1,0,0,0
0,33,0,1,1,0,0,1,0,0,0,1
0,18,0,1,1,0,1,1,0,0,0,0
0,53,1,0,1,0,1,0,1,0,0,0
0,83,1,0,0,1,0,0,1,0,0,0
4,3,1,0,0,0,0,1,0,0,0,1
0,41,1,0,1,1,0,0,1,0,0,0
0,31,1,0,1,0,0,1,0,0,0,0
4,78,1,0,0,0,0,1,0,0,0,1
0,15,0,0,0,0,0,0,1,0,0,0
0,53,0,1,0,1,0,0,1,0,0,0
0,73,0,1,0,0,0,0,0,0,0,1
4,10,0,1,1,0,1,0,1,0,0,1
0,50,0,0,0,1,0,0,0,0,0,0
0,45,0,1,0,0,0,0,1,0,0,1
0,9,1,0,0,0,0,0,1,0,0,0
3,106,0,0,1,1,0,1,0,0,0,1
3,19,0,1,1,0,0,0,0,0,0,1
8,64,0,0,0,1,0,0,1,0,0,1
0,22,0,1,1,0,0,1,0,0,0,0
7,9,0,0,1,0,0,1,0,1,1,0
0,45,0,1,1,0,1,0,1,0,0,1
9,27,0,1,1,0,0,1,0,0,0,1
0,29,0,1,1,0,0,0,0,0,0,1
0,59,0,1,1,0,1,0,1,0,0,0
0,69,1,0,0,1,0,0,1,0,0,0
0,64,1,0,0,1,0,0,1,0,0,0
4,14,0,1,0,1,0,1,0,1,0,1
0,11,0,0,1,0,0,1,0,0,0,1
0,11,0,1,0,0,0,1,0,0,0,0
0,5,1,0,0,0,1,0,1,0,0,0
0,24,1,0,1,0,0,0,1,0,0,0
7,25,0,1,0,0,0,0,1,0,0,1
0,29,0,1,1,1,0,1,0,0,0,0
0,8,0,1,1,0,0,1,0,0,1,0
0,14,0,0,1,0,0,0,1,0,0,0
0,80,0,1,0,1,0,0,0,0,0,0
0,30,1,0,1,0,0,0,1,0,0,1
0,14,1,0,0,1,0,0,1,0,0,0
2,11,0,0,0,0,0,1,0,0,0,1
0,38,1,0,1,1,0,0,1,0,0,0
4,8,0,0,1,0,0,0,1,0,0,1
0,30,1,0,0,0,0,0,1,0,0,0
0,33,0,1,1,1,0,0,1,0,0,0
1,37,0,1,1,1,0,0,1,0,1,0
0,1,0,1,1,0,0,0,0,0,0,0
0,9,1,0,1,0,1,0,1,0,0,1
2,55,0,0,1,0,1,0,1,0,0,1
0,4,0,0,1,0,1,0,1,0,0,1
0,13,0,1,1,0,0,0,1,0,0,1
0,60,0,0,1,0,1,0,1,0,0,0
3,32,0,0,1,0,0,0,1,0,0,1
0,12,0,1,1,0,0,1,0,0,0,1
0,37,1,0,0,1,0,0,1,0,0,0
0,8,0,0,1,0,0,1,0,0,0,0
5,18,1,0,1,0,0,0,1,0,0,1
0,58,0,1,0,1,0,0,1,0,0,0
8,31,1,0,0,0,0,0,1,0,0,1
3,71,1,0,1,0,0,0,1,0,0,1
0,2,1,0,1,0,0,0,1,0,0,0
0,10,0,0,1,0,1,0,1,0,0,0
0,20,0,1,1,0,0,1,0,0,0,1
0,79,1,0,0,1,0,0,1,0,0,0
0,32,0,0,0,0,1,0,1,1,0,0
0,49,0,1,0,0,0,0,1,0,0,0
0,15,1,0,0,1,0,0,1,0,0,0
0,20,0,0,1,0,0,1,0,0,0,1
2,25,1,0,0,0,0,1,0,0,0,1
0,18,0,0,1,0,1,1,0,0,0,0
0,45,0,0,0,0,0,0,1,0,0,1
0,51,1,0,0,1,0,0,1,0,0,0
0,22,0,0,1,1,0,0,1,0,0,0
8,95,1,0,1,1,0,0,1,0,0,1
0,49,0,1,1,0,1,1,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0
0,7,0,1,1,0,0,0,1,0,0,0
0,17,0,0,0,1,0,0,1,0,0,1
0,25,0,1,0,0,1,0,1,0,0,0
0,2,0,0,1,0,0,1,0,0,0,0
0,28,0,1,0,0,0,1,0,0,0,0
0,6,0,0,1,0,0,1,0,0,0,0
0,23,0,0,1,0,1,0,1,1,0,0
5,28,0,1,1,0,0,1,0,1,0,1
2,94,1,0,1,1,0,0,1,0,0,1
0,30,0,1,0,1,0,0,1,0,0,0
6,99,0,1,1,0,0,1,0,0,0,1
0,43,1,0,0,0,0,0,1,0,0,0
0,6,0,0,0,0,0,1,0,0,0,0
1,77,1,0,0,0,1,1,0,0,0,1
1,30,0,1,0,1,0,0,0,0,0,1
0,41,0,1,1,1,0,0,1,1,0,0
5,35,0,1,0,0,0,1,0,0,0,1
0,27,0,1,0,1,0,0,1,0,0,1
0,8,0,1,1,0,0,0,1,0,0,0
0,7,0,0,1,0,0,1,0,0,0,1
7,7,0,0,1,0,0,1,0,0,0,1
0,9,1,0,1,0,0,0,1,0,0,1
0,33,0,1,0,1,0,0,1,0,0,1
0,18,0,1,0,0,0,0,1,0,0,0
0,71,1,0,1,0,0,0,1,0,1,0
0,32,1,0,0,0,0,0,1,0,0,1
0,40,1,0,0,1,0,0,1,0,0,0
0,7,0,1,1,1,0,1,0,0,0,0
0,24,1,0,0,0,0,0,1,0,0,0
1,25,0,0,1,0,0,1,0,1,0,1
0,9,0,1,0,0,0,0,1,0,0,0
0,37,0,0,1,0,0,0,1,0,0,0
5,31,0,0,0,0,0,0,1,1,0,1
0,24,0,1,0,1,0,0,1,0,0,0
0,24,0,1,0,0,0,0,1,0,0,1
0,18,0,0,0,0,1,0,1,0,0,1
9,62,1,0,1,1,0,0,1,0,0,1
1,32,1,0,1,0,0,0,1,0,0,1
10,104,0,0,1,0,0,1,0,0,1,0
0,39,0,0,1,1,0,0,1,0,0,1
0,14,0,0,1,0,0,1,0,0,0,1
0,40,0,1,0,1,0,0,1,0,0,0
0,8,0,1,1,0,1,1,0,0,0,0
0,8,0,1,1,0,0,0,1,0,0,0
6,9,0,0,1,0,0,0,0,0,0,1
1,24,0,0,0,1,0,0,1,0,0,1
0,6,0,0,1,0,0,0,1,0,0,0
3,26,0,0,1,0,0,1,0,0,0,1
0,17,0,1,0,0,1,0,1,0,0,0
0,4,0,0,0,0,0,1,0,0,0,0
10,21,1,0,1,0,0,1,0,0,0,1
9,49,0,1,0,0,0,1,0,0,0,1
1,32,1,0,1,1,0,1,0,0,0,1
1,41,0,0,0,1,0,0,1,0,0,1
0,23,0,0,0,0,0,0,0,0,0,1
0,21,0,1,1,0,0,1,0,0,0,0
0,44,0,1,1,1,0,0,1,0,0,0
0,12,1,0,0,0,0,1,0,0,0,0
3,18,1,0,0,0,0,0,0,0,0,1
0,18,0,1,1,0,1,0,1,0,0,0
3,32,0,1,1,0,0,0,0,0,1,0
0,35,0,1,1,1,0,0,1,0,0,0
0,22,0,1,0,0,0,0,1,0,0,0
0,23,0,1,1,0,0,0,1,0,0,0
0,61,0,1,1,0,0,0,0,0,0,1
0,29,0,0,1,0,0,1,0,0,0,1
0,17,0,1,1,0,0,0,1,0,0,1
0,24,0,1,0,0,0,0,1,0,0,0
0,13,1,0,1,0,0,1,0,0,0,1
0,10,0,1,1,0,0,0,1,0,0,1
0,15,0,1,1,0,0,1,0,0,0,0
0,32,0,1,1,0,0,0,1,0,0,0
0,6,0,1,1,0,1,1,0,0,0,0
0,41,0,1,0,1,0,0,1,0,0,0
0,31,0,1,1,1,0,0,1,0,0,0
0,27,0,1,1,1,0,0,1,0,0,0
0,30,1,0,0,0,0,0,1,0,0,0
3,21,1,0,0,0,0,0,1,0,0,1
0,22,0,0,0,0,0,0,1,0,0,1
0,63,0,1,0,0,0,0,1,0,0,0
0,30,1,0,1,0,0,0,1,0,0,0
0,13,0,0,1,0,0,0,1,0,0,1
0,35,0,1,0,1,0,0,1,0,0,0
0,25,1,0,0,0,0,0,1,0,0,1
0,13,0,1,1,0,0,1,0,0,0,0
0,35,0,1,0,0,0,0,1,0,0,0
0,66,1,0,1,1,0,0,1,0,0,0
0,2,0,0,1,0,0,0,0,0,0,0
0,58,0,0,0,1,0,0,1,0,0,1
4,17,1,0,0,0,0,0,1,0,0,1
0,24,0,0,1,0,0,0,1,0,0,0
1,56,0,0,0,0,0,0,1,0,0,1
0,15,0,1,0,1,0,1,0,0,0,0
0,7,0,0,0,0,0,0,1,1,0,0
0,9,0,0,1,0,0,0,1,1,0,0
0,41,0,1,1,0,0,0,1,0,0,0
0,19,0,1,0,0,0,0,1,0,0,1
0,58,0,0,0,1,0,0,1,0,0,0
0,10,1,0,0,0,0,0,1,0,0,1
0,23,0,0,0,0,0,1,0,0,0,1
0,42,0,1,0,0,0,0,1,0,0,1
0,9,0,1,1,0,0,1,0,0,0,1
2,22,1,0,1,0,0,0,1,0,0,1
0,25,1,0,1,0,0,1,0,0,0,0
0,75,0,0,1,1,0,0,1,0,0,0
2,18,0,1,1,0,0,0,1,0,0,1
0,35,0,1,1,0,1,0,0,0,0,0
2,57,0,1,0,1,0,0,1,0,0,1
0,19,1,0,1,0,0,0,1,0,0,1
0,14,1,0,0,0,0,0,1,0,0,1
4,38,0,1,0,1,0,0,1,0,0,1
0,25,1,0,0,0,0,0,1,0,0,0
0,14,0,1,1,0,0,0,1,0,0,1
0,2,1,0,1,0,0,0,1,0,0,0
3,11,0,0,0,0,0,0,1,0,0,1
1,29,0,0,1,0,0,0,0,0,0,1
0,19,0,1,1,0,0,0,1,0,0,0
0,6,1,0,0,0,0,1,0,0,0,0
0,23,0,0,1,1,0,0,1,1,0,0
0,10,0,1,0,0,0,1,0,0,0,0
0,37,0,1,0,0,0,1,0,0,0,0
0,93,0,0,1,0,0,0,0,0,0,1
0,62,0,0,0,0,0,0,1,0,0,0
1,49,0,0,1,0,1,0,1,0,1,0
4,7,1,0,0,0,0,0,0,0,0,1
0,69,0,1,1,1,0,0,0,0,0,0
1,37,1,0,0,0,0,0,1,0,0,1
1,35,0,1,1,0,1,0,1,0,0,1
7,48,1,0,0,0,0,0,1,0,0,1
1,21,1,0,0,0,0,0,1,0,0,1
0,28,0,1,0,0,0,1,0,0,0,1
0,65,0,0,0,1,0,0,1,0,0,1
7,62,0,0,1,1,0,0,0,0,1,0
0,7,1,0,0,0,0,0,1,0,0,0
0,59,0,1,0,1,0,0,1,0,0,0
0,15,0,1,1,0,0,0,1,0,0,0
1,31,0,0,0,0,0,0,1,0,0,1
0,69,1,0,0,1,0,0,1,0,0,0
0,7,0,1,1,0,0,1,0,0,0,0
0,25,0,0,0,0,1,1,0,0,0,0
0,12,0,0,0,0,0,0,1,0,0,0
5,11,0,0,0,0,0,1,0,0,0,1
0,66,1,0,0,0,0,0,1,0,0,1
0,7,0,1,0,0,0,1,0,0,0,0
0,11,1,0,0,0,0,1,0,0,0,0
1,16,0,0,1,0,0,0,1,0,0,1
0,16,0,0,1,0,1,1,0,1,0,0
0,50,1,0,1,1,0,0,1,0,0,0
3,45,0,0,0,0,0,0,1,0,0,1
0,8,1,0,0,0,0,0,1,0,0,0
5,17,0,1,1,0,0,1,0,0,0,1
0,24,0,1,1,1,0,0,1,0,0,0
0,30,0,1,1,0,0,1,0,0,0,0
0,19,1,0,1,0,0,0,1,0,0,0
2,35,0,0,0,0,0,0,1,0,0,1
0,46,0,0,0,0,0,0,1,1,0,1
0,56,0,1,0,1,0,0,1,0,0,0
3,28,0,1,1,0,0,1,0,0,0,1
0,30,0,1,1,0,0,0,1,0,0,0
1,10,0,0,1,0,0,0,1,1,0,1
0,4,0,1,0,0,0,1,0,0,0,0
0,15,1,0,1,0,0,0,1,0,0,1
0,18,0,1,0,0,0,0,1,0,0,0
0,46,1,0,1,1,0,0,1,0,0,0
0,9,0,1,1,0,0,0,1,0,0,0
0,19,0,0,0,0,0,1,0,0,0,0
0,25,1,0,1,1,0,0,1,0,0,0
0,27,0,1,0,1,0,1,0,0,0,0
7,18,1,0,0,0,0,0,1,0,0,1
0,24,0,1,0,0,0,0,1,0,0,0
0,74,0,0,1,1,0,0,1,0,0,0
0,57,1,0,0,1,0,1,0,0,0,0
0,92,1,0,0,1,0,0,1,0,0,0
6,14,0,1,0,1,0,1,0,0,0,1
2,12,0,1,1,1,0,0,1,0,0,1
0,12,0,0,1,0,0,1,0,0,0,0
0,8,0,1,1,1,0,0,0,0,0,0
1,28,0,1,0,0,0,0,1,0,0,1
0,36,0,0,1,0,0,0,1,1,0,0
0,11,0,1,1,0,0,0,1,1,0,0
0,4,0,1,1,0,0,0,1,0,0,0
4,47,0,0,0,1,0,0,1,1,0,1
0,11,0,0,1,0,0,0,1,0,0,0
2,10,1,0,0,0,0,1,0,0,0,1
0,15,0,0,1,0,0,0,1,0,0,0
2,3,1,0,0,0,0,0,0,0,0,1
0,9,0,0,1,0,0,0,1,0,0,0
0,8,1,0,0,0,0,1,0,0,0,1
5,23,0,1,1,1,0,1,0,0,0,1
0,37,0,1,0,1,0,0,1,0,0,0
0,6,0,0,1,1,0,1,0,0,0,0
0,33,0,0,0,0,0,0,1,0,0,1
1,49,0,0,0,0,0,0,1,0,0,1
0,64,0,1,0,1,0,0,1,0,0,0
0,12,0,0,1,0,0,0,1,0,0,0
0,22,0,0,0,0,0,0,1,1,0,1
0,48,0,1,0,0,0,0,1,0,0,0
0,30,0,1,0,1,0,0,1,0,0,1
0,24,0,0,0,0,1,0,1,0,0,1
0,15,0,1,1,1,0,0,1,0,0,1
3,4,0,1,1,0,0,1,0,0,0,1
1,28,0,0,0,0,0,0,1,0,0,1
0,21,0,1,1,0,0,1,0,0,0,0
0,97,0,1,1,1,0,0,1,0,0,1
0,21,0,0,1,0,0,0,1,0,0,1
0,14,0,0,1,0,0,0,1,0,0,1
0,8,0,1,1,0,0,0,1,1,0,0
4,60,0,0,0,1,0,0,1,0,0,1
2,18,1,0,1,0,1,0,1,0,0,1
7,50,1,0,0,0,0,0,1,0,0,1
0,36,0,0,0,1,0,1,0,0,0,0
0,26,0,1,1,0,1,1,0,0,0,0
0,10,0,0,1,0,0,1,0,1,0,1
0,13,0,0,1,0,1,0,1,0,0,0
0,1,0,1,0,0,0,1,0,0,0,0
0,54,1,0,1,1,0,0,1,0,0,0
8,41,0,0,0,0,0,1,0,0,0,1
1,16,0,1,0,0,0,0,1,0,0,1
0,18,0,0,0,0,0,1,0,0,0,0
0,34,0,0,1,0,0,0,1,0,0,0
0,12,0,0,0,0,0,0,1,0,0,0
1,17,0,0,1,0,0,1,0,0,1,0
0,50,0,1,1,0,0,0,1,0,0,0
0,56,0,0,0,1,0,0,1,0,0,0
8,39,0,1,0,0,0,0,1,0,0,1
0,5,0,0,1,0,1,1,0,0,0,0
9,93,0,0,1,1,0,0,1,0,0,1
0,7,0,0,0,0,0,1,0,0,0,0
0,27,1,0,1,1,0,1,0,0,0,0
0,36,1,0,1,1,0,0,1,0,0,0
4,44,0,1,0,0,0,1,0,0,0,1
0,30,0,1,0,0,0,0,1,0,0,0
0,20,0,1,1,0,0,1,0,0,0,0
0,14,0,1,0,0,0,1,0,0,0,0
9,17,1,0,0,1,0,1,0,0,0,1
0,8,0,0,1,0,0,0,1,0,0,0
0,17,0,1,1,0,0,0,1,0,0,0
0,84,0,1,0,1,0,0,1,0,0,0
0,24,0,1,1,0,1,0,1,0,0,0
2,16,0,1,0,0,0,0,1,0,0,1
0,22,0,1,1,0,0,0,1,0,0,0
0,51,0,0,0,0,0,0,1,0,0,0
8,78,1,0,1,1,0,0,1,0,0,1
0,7,1,0,0,0,0,0,0,0,0,1
0,28,0,1,1,0,0,0,0,0,0,1
1,18,1,0,1,0,1,0,1,0,0,1
0,16,1,0,0,0,1,0,1,0,0,0
1,15,0,1,1,0,0,0,1,0,0,1
3,9,0,0,0,0,0,1,0,1,1,0
0,18,1,0,1,0,1,0,1,0,0,0
0,17,0,0,1,0,1,1,0,0,0,0
0,18,0,1,1,0,1,1,0,0,0,1
3,35,0,0,0,0,0,0,1,0,0,1
4,14,0,0,0,0,0,0,1,1,0,1
0,0,1,0,0,0,0,0,0,0,0,0
0,27,0,0,0,0,0,0,1,0,0,0
0,9,1,0,0,0,0,0,1,0,0,0
1,42,0,1,1,0,0,0,0,0,0,1
0,51,0,1,1,1,0,0,1,0,0,0
0,8,0,1,1,0,0,1,0,0,0,0
1,34,0,0,0,0,0,0,1,0,0,1
1,30,1,0,0,0,0,0,1,0,0,1
0,22,0,1,0,0,0,0,1,0,0,0
1,7,0,1,1,0,0,0,1,0,1,0
0,23,1,0,0,0,0,1,0,0,0,1
0,13,1,0,1,0,0,0,1,0,0,0
0,40,0,0,1,0,0,0,1,0,0,0
0,43,0,0,0,0,0,0,1,0,0,0
0,6,1,0,0,0,0,0,1,0,0,0
3,20,0,0,0,0,0,1,0,0,0,1
0,14,0,0,0,0,1,0,1,0,0,0
5,13,0,1,1,0,0,0,1,0,0,1
4,31,0,1,0,0,0,1,0,0,0,1
0,10,0,1,1,0,1,0,1,0,0,1
0,16,1,0,0,0,0,0,1,0,0,0
2,19,1,0,0,0,0,0,1,0,0,1
0,19,0,1,0,1,0,0,1,0,0,0
4,14,0,1,1,0,0,1,0,0,0,1
0,24,1,0,0,0,0,0,1,0,0,0
0,14,0,0,1,0,0,1,0,0,0,1
0,21,1,0,1,0,0,0,1,0,0,0
0,8,1,0,1,0,0,0,1,0,0,0
3,21,1,0,0,0,0,0,0,0,0,1
0,28,0,1,0,1,0,1,0,0,0,0
0,10,0,0,1,0,0,0,1,1,0,0
0,92,1,0,0,0,0,1,0,0,0,0
0,46,0,1,0,0,0,0,1,0,0,0
2,17,0,1,1,0,0,0,1,0,1,0
