intake_age,days_stayed,simplified_color_gray,simplified_color_other,simplified_color_tabby,simplified_color_white,simplified_sex_male,simplified_condition_injured,simplified_condition_normal,simplified_condition_other,simplified_condition_under_weight,simplified_type_owner_surrender,simplified_type_stray
0,6,1,0,0,0,0,0,1,0,0,1,0
0,97,1,0,0,0,1,0,1,0,0,1,0
1,43,0,0,1,0,0,0,1,0,0,1,0
0,3,0,1,0,0,0,0,1,0,0,1,0
3,14,0,0,1,0,0,0,1,0,0,0,0
2,41,0,0,0,0,1,0,1,0,0,0,1
0,48,1,0,0,0,0,0,0,0,1,0,1
3,37,0,0,1,0,1,0,1,0,0,0,1
3,14,0,1,0,0,0,0,0,1,0,0,0
1,9,0,1,0,0,1,0,1,0,0,1,0
0,8,0,0,1,0,1,0,1,0,0,0,1
0,44,0,0,0,0,1,0,1,0,0,0,1
0,104,0,0,1,0,0,0,0,0,1,0,1
0,21,0,0,0,0,0,0,0,0,1,0,1
1,54,0,1,0,0,0,0,1,0,0,0,1
0,50,0,1,0,0,0,0,1,0,0,0,1
8,34,0,0,1,0,1,0,1,0,0,0,0
0,14,0,0,1,0,0,0,0,0,1,0,1
1,37,0,0,0,0,0,0,1,0,0,0,1
0,37,0,0,0,0,1,0,1,0,0,0,1
7,57,0,0,0,0,1,1,0,0,0,0,1
0,97,0,0,0,0,0,0,0,0,1,0,1
0,7,0,0,1,0,0,0,0,0,1,0,1
0,16,0,0,1,0,0,0,0,0,0,0,1
0,15,0,0,0,0,1,0,0,0,0,0,1
0,27,0,0,0,0,0,0,0,0,1,0,1
0,70,0,1,0,0,1,0,0,0,1,0,1
0,8,0,0,0,1,0,0,0,0,1,0,1
0,39,0,0,0,1,1,0,0,0,0,0,1
0,7,0,1,0,0,1,1,0,0,0,0,1
0,28,0,0,0,0,0,0,0,0,1,0,1
7,16,0,1,0,0,0,0,1,0,0,0,0
0,7,0,1,0,0,1,0,1,0,0,0,1
0,42,0,0,0,0,1,0,1,0,0,0,1
0,6,0,0,1,0,1,0,0,0,1,0,1
0,24,0,0,1,0,0,0,0,0,1,0,1
0,23,1,0,0,0,1,0,0,0,1,0,1
0,128,0,0,0,1,1,0,1,0,0,1,0
1,91,0,1,0,0,0,0,1,0,0,1,0
0,48,0,0,0,0,1,0,0,0,1,0,1
0,43,0,0,0,1,1,0,0,0,1,0,1
4,50,0,1,0,0,1,0,1,0,0,0,1
0,52,1,0,0,0,1,0,0,0,1,0,1
0,10,0,0,0,0,1,0,0,0,0,0,1
0,45,0,0,1,0,1,1,0,0,0,0,1
9,8,0,0,0,0,0,0,1,0,0,1,0
0,10,0,1,0,0,0,0,1,0,0,0,1
0,24,0,0,0,1,1,0,0,0,1,0,1
0,37,0,0,1,0,1,0,1,0,0,0,1
8,92,0,1,0,0,0,1,0,0,0,0,1
0,119,0,0,1,0,1,0,1,0,0,0,1
0,79,0,0,1,0,1,0,0,0,1,0,1
0,18,0,0,0,0,0,0,0,0,0,0,1
1,36,0,0,0,1,0,0,1,0,0,1,0
0,13,0,1,0,0,1,0,1,0,0,0,1
0,58,0,0,0,0,1,0,0,0,1,0,1
0,72,0,0,1,0,0,0,0,0,1,0,1
0,6,0,1,0,0,1,0,0,0,1,0,1
0,32,0,1,0,0,0,0,1,0,0,0,1
0,75,0,1,0,0,0,0,1,0,0,0,1
0,3,0,0,1,0,1,0,1,0,0,0,1
0,7,0,0,1,0,0,0,0,0,1,0,1
1,70,0,0,1,0,1,0,1,0,0,0,1
0,17,0,0,1,0,1,0,1,0,0,0,1
0,5,0,1,0,0,1,0,1,0,0,0,1
0,92,0,0,0,0,1,0,1,0,0,0,1
3,133,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,0,1,0,0,1,0,0,0,1
0,23,0,0,0,0,1,0,0,0,1,0,1
3,9,0,0,0,0,0,0,1,0,0,0,1
0,42,0,0,0,0,0,0,1,0,0,0,1
0,42,0,1,0,0,0,0,1,0,0,0,1
0,17,1,0,0,0,0,0,1,0,0,0,1
0,51,0,0,1,0,0,0,1,0,0,0,1
1,79,0,1,0,0,0,0,0,1,0,0,1
1,73,0,1,0,0,0,1,0,0,0,0,1
4,39,0,0,1,0,0,0,0,0,0,0,1
1,12,0,0,1,0,1,1,0,0,0,0,1
4,18,0,0,0,0,1,0,1,0,0,0,0
4,52,0,0,1,0,1,0,0,0,0,0,1
0,54,0,1,0,0,1,0,0,0,1,0,1
7,18,0,0,0,0,0,0,1,0,0,0,1
4,20,0,0,1,0,0,0,1,0,0,1,0
0,30,1,0,0,0,1,0,1,0,0,0,1
6,61,0,0,1,0,1,1,0,0,0,0,1
1,8,0,0,1,0,1,0,1,0,0,0,1
1,3,1,0,0,0,1,0,1,0,0,0,1
4,28,1,0,0,0,1,0,1,0,0,1,0
0,38,0,1,0,0,1,0,0,0,1,0,1
4,30,0,0,0,0,1,0,1,0,0,1,0
0,56,0,0,0,0,1,0,0,1,0,0,1
0,39,0,0,0,0,1,0,0,0,1,0,1
0,3,0,0,1,0,1,0,0,0,1,0,1
0,13,0,1,0,0,1,0,0,0,1,0,1
0,111,0,1,0,0,0,0,0,0,1,0,1
0,17,0,0,0,0,1,0,0,1,0,0,1
0,39,0,0,0,0,0,0,0,0,0,0,1
0,9,0,0,0,1,0,0,0,1,0,0,0
0,90,0,0,0,0,1,0,0,1,0,0,0
0,33,0,0,0,0,0,0,1,0,0,0,1
0,58,0,0,0,0,1,0,1,0,0,0,1
0,117,0,0,1,0,1,0,0,0,0,0,1
0,3,1,0,0,0,1,0,0,0,0,0,1
0,91,0,0,1,0,1,0,0,0,0,0,1
1,22,0,0,1,0,1,1,0,0,0,0,1
0,103,1,0,0,0,0,0,0,1,0,0,1
4,48,0,0,0,0,0,1,0,0,0,0,1
0,75,0,0,0,0,1,0,0,0,0,0,1
0,74,0,0,1,0,0,0,0,0,0,0,1
0,23,0,1,0,0,1,1,0,0,0,0,1
1,33,1,0,0,0,0,0,0,0,1,0,1
0,49,0,1,0,0,0,0,0,0,0,0,1
0,128,0,0,0,0,1,0,0,0,1,0,1
2,56,0,1,0,0,0,0,1,0,0,0,1
0,98,0,0,1,0,1,0,0,0,1,0,1
0,48,0,0,1,0,1,0,1,0,0,0,1
0,59,0,0,0,0,1,0,0,0,1,0,1
0,80,0,0,0,1,0,0,1,0,0,1,0
0,85,0,1,0,0,0,0,0,0,1,0,1
0,50,0,1,0,0,0,0,0,0,1,0,1
1,46,1,0,0,0,1,0,1,0,0,1,0
0,81,0,0,1,0,0,0,0,0,1,0,1
0,138,0,0,1,0,1,0,0,0,1,0,1
0,72,0,0,1,0,0,0,1,0,0,0,1
0,96,0,0,1,0,0,0,1,0,0,1,0
0,105,0,0,0,1,1,0,0,0,1,0,1
0,6,0,0,0,0,1,0,0,0,1,0,1
0,38,0,0,1,0,1,0,1,0,0,0,1
5,65,0,0,1,0,1,1,0,0,0,1,0
0,96,0,1,0,0,0,0,1,0,0,0,1
9,82,0,0,1,0,1,0,1,0,0,0,1
5,78,0,0,0,0,0,0,1,0,0,0,0
0,3,0,0,0,0,1,0,1,0,0,0,1
6,35,0,1,0,0,1,0,1,0,0,1,0
0,29,0,1,0,0,0,0,1,0,0,0,1
0,35,0,0,0,0,1,0,0,1,0,0,1
0,12,0,1,0,0,0,0,0,1,0,0,0
8,31,0,0,1,0,0,0,0,0,0,0,1
2,15,0,0,1,0,0,0,1,0,0,0,1
2,7,0,0,1,0,0,0,1,0,0,1,0
1,5,0,0,0,0,1,0,1,0,0,0,1
0,11,0,0,0,0,1,0,1,0,0,0,1
0,86,0,0,0,0,1,0,0,1,0,0,0
0,11,0,1,0,0,1,0,1,0,0,0,1
0,40,0,0,0,0,0,0,1,0,0,0,1
0,25,1,0,0,0,1,0,0,0,0,1,0
1,6,0,0,0,0,0,0,1,0,0,1,0
4,11,0,0,0,0,1,0,1,0,0,0,1
5,10,0,0,0,0,1,0,1,0,0,1,0
0,16,0,1,0,0,0,1,0,0,0,0,1
0,8,0,1,0,0,0,0,1,0,0,0,1
1,23,0,1,0,0,0,0,1,0,0,1,0
1,32,1,0,0,0,1,1,0,0,0,0,1
6,25,0,0,1,0,1,0,1,0,0,0,1
0,7,0,1,0,0,0,0,1,0,0,0,1
0,3,0,0,0,0,1,1,0,0,0,0,1
7,50,0,0,0,0,0,0,1,0,0,0,1
7,34,0,0,1,0,1,0,1,0,0,0,0
0,40,0,0,1,0,1,0,1,0,0,0,1
0,19,0,0,1,0,0,0,1,0,0,0,1
4,51,0,0,0,0,0,0,1,0,0,1,0
0,57,0,0,0,0,1,0,1,0,0,0,1
0,6,0,1,0,0,0,0,1,0,0,0,1
0,9,0,0,0,1,1,0,1,0,0,0,1
0,2,0,1,0,0,0,0,0,0,0,1,0
6,21,0,0,1,0,0,0,1,0,0,0,1
0,9,0,0,0,0,0,0,1,0,0,0,0
0,6,0,0,1,0,1,0,1,0,0,0,1
0,27,0,0,1,0,1,0,0,1,0,0,1
0,9,0,0,0,0,1,0,1,0,0,1,0
0,64,0,1,0,0,0,0,0,1,0,0,1
5,147,0,0,1,0,1,1,0,0,0,0,1
0,2,1,0,0,0,1,0,1,0,0,0,1
1,72,0,0,0,0,0,0,1,0,0,0,1
0,14,0,0,0,0,1,0,1,0,0,0,1
0,5,1,0,0,0,1,0,1,0,0,0,1
0,66,1,0,0,0,1,0,1,0,0,0,1
2,24,1,0,0,0,0,0,1,0,0,0,1
0,23,0,0,0,0,1,0,1,0,0,0,1
0,51,0,1,0,0,0,0,0,0,1,0,1
0,71,0,0,0,0,1,0,0,0,1,0,1
5,98,1,0,0,0,1,0,1,0,0,0,1
9,32,0,0,1,0,1,1,0,0,0,0,1
0,77,0,0,0,0,1,0,1,0,0,0,1
0,38,0,0,1,0,0,0,0,0,1,0,1
0,28,0,0,0,1,0,0,1,0,0,0,1
0,18,0,1,0,0,0,0,1,0,0,0,1
3,59,0,1,0,0,0,0,1,0,0,0,1
0,8,0,0,1,0,0,0,1,0,0,0,1
0,8,0,0,1,0,1,0,1,0,0,0,1
0,15,0,0,1,0,0,0,1,0,0,0,1
0,50,0,0,0,0,1,0,1,0,0,0,1
0,26,0,0,0,0,0,0,0,0,1,0,1
0,55,0,1,0,0,0,0,1,0,0,0,1
0,17,0,0,1,0,0,0,0,1,0,0,1
0,27,0,0,0,0,0,0,1,0,0,0,1
0,63,0,0,0,0,1,0,1,0,0,0,1
4,24,0,0,0,0,1,0,1,0,0,0,1
0,7,0,0,1,0,0,0,1,0,0,0,1
1,18,0,0,0,1,0,0,1,0,0,0,0
0,27,0,1,0,0,0,0,0,0,0,0,1
4,43,0,0,0,1,0,0,1,0,0,0,1
5,35,1,0,0,0,0,0,1,0,0,0,1
3,28,0,0,1,0,1,1,0,0,0,0,1
4,14,0,0,1,0,1,0,1,0,0,0,1
1,10,0,1,0,0,0,0,1,0,0,0,1
2,13,0,0,1,0,0,0,1,0,0,0,0
0,107,0,0,1,0,0,0,1,0,0,0,1
9,117,0,0,0,0,0,0,0,0,0,0,0
6,82,0,0,0,1,0,0,1,0,0,0,1
7,9,0,0,0,0,1,1,0,0,0,0,1
2,15,0,0,1,0,0,0,0,0,0,0,1
2,16,0,1,0,0,1,0,1,0,0,1,0
0,5,0,1,0,0,0,0,1,0,0,0,1
0,76,0,1,0,0,0,0,1,0,0,0,1
8,18,0,1,0,0,0,1,0,0,0,0,1
1,49,1,0,0,0,0,0,1,0,0,1,0
3,121,0,1,0,0,1,0,1,0,0,1,0
1,118,0,0,1,0,0,0,1,0,0,0,1
4,7,0,1,0,0,1,0,1,0,0,0,1
0,90,0,0,0,0,0,0,0,0,1,0,1
0,89,0,1,0,0,0,0,1,0,0,0,1
0,5,0,0,1,0,1,0,1,0,0,0,1
0,11,0,0,0,1,0,0,1,0,0,0,1
0,3,0,1,0,0,0,0,1,0,0,0,1
4,27,0,0,0,1,1,0,0,1,0,0,0
2,43,0,0,1,0,1,0,1,0,0,1,0
0,64,0,0,0,1,1,0,1,0,0,0,0
0,46,0,0,0,0,1,1,0,0,0,0,1
0,89,1,0,0,0,0,0,1,0,0,0,0
0,35,0,0,1,0,0,0,1,0,0,0,1
0,55,1,0,0,0,1,0,0,1,0,0,1
0,33,0,0,1,0,1,0,1,0,0,0,1
0,31,0,0,1,0,0,0,1,0,0,0,1
0,104,0,0,1,0,0,0,0,0,1,0,1
0,75,0,0,1,0,0,0,0,0,1,0,1
3,19,0,0,1,0,1,0,1,0,0,0,1
0,11,1,0,0,0,1,0,1,0,0,0,1
0,41,0,0,1,0,0,0,0,0,1,0,1
0,4,1,0,0,0,0,0,0,0,0,0,1
0,103,0,1,0,0,0,0,0,0,1,0,1
4,31,0,0,1,0,1,0,1,0,0,0,1
3,29,0,1,0,0,0,0,1,0,0,0,1
3,21,1,0,0,0,1,0,1,0,0,0,1
0,33,0,0,0,0,1,0,1,0,0,0,1
6,15,0,0,0,0,1,0,0,0,0,0,1
2,136,0,0,1,0,1,1,0,0,0,0,1
0,15,1,0,0,0,1,0,1,0,0,0,1
0,104,0,0,0,0,1,0,0,0,1,0,1
2,10,1,0,0,0,1,0,1,0,0,0,0
0,25,1,0,0,0,0,1,0,0,0,0,1
2,16,0,1,0,0,1,0,1,0,0,0,1
0,18,0,0,1,0,0,0,0,0,1,0,1
0,55,0,0,0,0,1,0,1,0,0,0,0
6,28,0,0,0,1,1,0,1,0,0,1,0
0,117,1,0,0,0,0,0,1,0,0,0,1
0,117,0,1,0,0,0,0,1,0,0,0,1
4,10,0,0,0,0,1,1,0,0,0,0,1
0,10,0,0,1,0,1,0,1,0,0,1,0
7,55,0,1,0,0,1,0,1,0,0,1,0
0,17,0,0,1,0,1,1,0,0,0,0,1
0,15,1,0,0,0,1,0,1,0,0,1,0
3,8,0,0,1,0,0,0,1,0,0,0,1
0,60,0,0,0,0,1,0,1,0,0,0,1
5,147,1,0,0,0,1,0,0,1,0,1,0
0,10,0,0,0,0,0,0,1,0,0,0,1
0,127,0,0,0,0,1,0,0,0,1,0,1
0,96,0,0,0,0,1,0,0,0,1,0,1
0,21,0,0,1,0,1,0,0,0,0,0,1
1,14,0,0,0,0,0,0,1,0,0,1,0
0,137,1,0,0,0,0,0,1,0,0,0,1
0,52,0,1,0,0,0,0,1,0,0,0,1
0,51,1,0,0,0,1,0,0,0,1,0,1
0,49,0,1,0,0,0,0,0,0,1,0,1
0,46,0,0,0,0,1,0,1,0,0,0,1
0,61,0,1,0,0,0,0,0,0,1,0,1
1,122,0,0,0,0,1,0,1,0,0,1,0
6,3,0,1,0,0,0,0,1,0,0,1,0
0,2,1,0,0,0,1,0,0,0,0,0,1
1,98,1,0,0,0,0,0,0,1,0,1,0
4,12,0,0,0,0,1,0,1,0,0,0,1
1,104,0,0,0,0,1,1,0,0,0,0,1
0,27,1,0,0,0,1,0,1,0,0,1,0
0,2,1,0,0,0,0,0,0,0,1,0,1
0,7,0,0,0,1,0,0,0,0,1,0,1
0,20,0,0,0,0,0,0,0,0,1,0,1
8,30,0,1,0,0,0,0,1,0,0,1,0
2,36,0,1,0,0,0,0,1,0,0,1,0
1,41,0,1,0,0,0,0,1,0,0,1,0
0,20,1,0,0,0,0,0,1,0,0,0,1
0,62,1,0,0,0,0,0,1,0,0,0,1
1,22,0,0,0,0,1,0,1,0,0,1,0
0,1,0,0,0,0,1,0,0,0,1,0,1
0,14,0,0,1,0,1,0,1,0,0,0,1
0,10,0,0,1,0,0,0,0,0,1,0,1
3,18,0,0,1,0,0,0,1,0,0,0,1
1,11,0,1,0,0,0,1,0,0,0,0,1
0,6,0,0,0,1,1,0,1,0,0,0,1
0,1,0,1,0,0,0,0,1,0,0,0,1
0,77,0,0,0,0,1,0,0,0,0,0,1
0,17,0,1,0,0,0,0,0,0,1,0,1
0,1,0,0,1,0,1,0,1,0,0,0,1
0,26,0,0,0,0,0,0,1,0,0,0,1
0,68,0,0,0,0,1,0,0,0,1,0,1
0,14,0,0,1,0,1,0,1,0,0,0,0
0,28,0,0,0,0,1,0,0,0,1,0,1
0,22,0,0,1,0,1,0,0,0,1,0,1
0,15,0,0,0,0,0,0,0,0,0,0,1
0,44,0,0,1,0,0,0,0,0,0,0,1
0,44,0,0,0,1,0,0,1,0,0,0,1
0,32,0,1,0,0,0,0,0,0,1,0,1
0,27,1,0,0,0,0,0,0,0,1,0,1
0,34,0,0,1,0,1,0,0,0,1,0,1
5,41,0,0,0,1,1,0,1,0,0,1,0
0,13,0,0,0,0,1,0,0,0,1,0,1
0,125,1,0,0,0,0,0,0,0,0,0,1
1,127,0,0,1,0,0,1,0,0,0,0,1
0,17,0,0,0,0,1,0,0,0,1,0,1
2,110,0,0,1,0,1,0,0,1,0,1,0
0,24,1,0,0,0,1,0,0,0,0,0,1
0,15,0,0,1,0,0,0,0,0,0,0,1
0,37,0,1,0,0,0,0,0,0,0,0,1
1,98,0,1,0,0,0,0,1,0,0,1,0
0,21,0,1,0,0,0,0,0,0,1,0,1
0,2,1,0,0,0,0,0,1,0,0,0,0
0,94,0,0,0,0,1,0,1,0,0,0,1
0,113,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,0,0,0,0,1,0,0,0,1
0,2,0,0,1,0,0,0,1,0,0,0,1
0,6,0,1,0,0,1,0,0,0,1,0,1
1,106,0,1,0,0,1,0,1,0,0,0,1
0,41,0,0,0,1,0,0,0,0,1,0,1
0,42,0,0,0,0,1,0,0,0,0,0,1
0,29,0,0,0,1,1,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0,1
4,6,0,1,0,0,0,1,0,0,0,0,1
0,32,0,0,1,0,1,1,0,0,0,0,1
0,139,0,1,0,0,0,0,0,0,1,0,1
0,145,0,1,0,0,0,0,0,0,0,0,1
0,6,0,0,1,0,1,0,0,0,0,0,1
7,21,0,1,0,0,0,0,1,0,0,1,0
2,64,0,0,0,0,1,0,0,0,0,0,1
0,4,0,0,0,0,0,0,0,0,0,0,1
0,29,0,1,0,0,1,0,0,0,0,0,1
1,85,0,0,1,0,0,0,0,0,0,0,1
0,17,1,0,0,0,1,0,0,0,1,0,1
0,9,0,1,0,0,1,0,0,0,1,0,1
0,9,0,0,0,0,0,0,1,0,0,0,1
0,31,1,0,0,0,1,0,0,1,0,0,1
8,45,0,0,1,0,0,0,1,0,0,0,0
0,22,0,0,0,0,1,0,0,0,1,0,1
2,98,0,1,0,0,1,1,0,0,0,0,1
0,14,0,1,0,0,1,0,1,0,0,0,0
0,115,0,0,0,0,0,0,1,0,0,0,1
0,65,0,0,1,0,0,0,0,0,0,0,1
0,2,0,0,0,1,1,0,0,0,0,0,1
0,34,0,0,0,1,0,0,1,0,0,0,1
0,131,0,0,0,0,1,0,0,0,0,0,1
0,37,0,0,0,0,1,0,0,0,0,0,1
0,131,0,0,1,0,1,0,0,0,1,0,1
0,116,0,0,0,0,1,0,0,0,0,0,1
0,67,1,0,0,0,1,0,0,0,1,0,1
1,69,0,0,0,1,1,1,0,0,0,0,1
0,104,0,0,0,0,1,0,0,0,0,0,1
0,108,0,0,0,0,1,0,0,0,1,0,1
0,93,0,0,0,0,0,0,0,1,0,0,1
0,104,0,0,0,0,1,0,1,0,0,0,1
2,82,0,0,0,0,0,0,0,1,0,0,1
0,87,0,0,0,1,1,0,0,0,0,0,1
0,32,0,0,0,0,0,0,1,0,0,0,1
0,46,0,0,0,1,0,0,1,0,0,0,1
8,66,0,1,0,0,1,0,1,0,0,1,0
6,66,0,0,0,0,1,0,1,0,0,1,0
8,49,0,1,0,0,0,0,1,0,0,1,0
6,37,0,0,1,0,0,0,1,0,0,0,1
5,70,0,0,1,0,1,0,1,0,0,1,0
6,14,1,0,0,0,1,0,0,1,0,0,0
0,16,0,0,0,0,1,0,1,0,0,0,1
0,6,0,0,0,1,0,0,1,0,0,0,1
3,7,0,0,1,0,1,0,1,0,0,0,1
7,68,1,0,0,0,0,0,1,0,0,1,0
2,10,1,0,0,0,0,0,1,0,0,0,1
4,86,0,1,0,0,1,0,1,0,0,1,0
4,88,0,0,1,0,1,0,1,0,0,1,0
8,52,0,0,1,0,1,0,0,0,0,0,1
0,11,0,0,1,0,1,0,1,0,0,0,1
4,50,0,1,0,0,0,0,1,0,0,1,0
0,116,0,0,0,1,1,0,1,0,0,0,1
4,65,0,0,1,0,1,0,1,0,0,0,1
7,45,0,0,1,0,1,0,1,0,0,0,1
3,18,0,1,0,0,1,0,1,0,0,0,0
0,76,0,0,0,0,1,0,1,0,0,0,1
0,10,0,0,1,0,1,0,1,0,0,0,1
7,23,0,0,1,0,1,0,1,0,0,1,0
0,9,0,0,1,0,1,0,0,1,0,0,1
0,14,0,0,0,0,0,0,1,0,0,0,1
0,11,0,0,1,0,1,0,1,0,0,0,1
2,13,0,0,0,1,0,0,1,0,0,0,1
0,10,0,0,1,0,0,0,0,1,0,0,1
0,12,0,0,1,0,1,0,1,0,0,0,1
0,6,0,0,1,0,0,0,1,0,0,1,0
6,62,0,0,1,0,1,0,0,1,0,0,1
4,18,0,1,0,0,0,0,1,0,0,0,1
0,15,0,1,0,0,0,0,1,0,0,0,1
0,69,0,0,1,0,0,0,0,1,0,0,1
0,21,0,0,1,0,1,0,0,1,0,0,1
0,18,0,0,1,0,1,0,1,0,0,0,1
0,1,0,1,0,0,0,0,0,0,0,0,1
0,22,0,0,0,0,0,0,1,0,0,0,1
3,23,0,0,1,0,0,0,1,0,0,1,0
0,25,0,1,0,0,1,0,0,1,0,0,1
0,9,0,0,1,0,1,0,1,0,0,0,1
0,13,0,0,0,0,1,0,1,0,0,0,1
0,9,0,0,1,0,1,0,1,0,0,0,1
3,12,0,1,0,0,0,0,1,0,0,0,1
0,36,1,0,0,0,1,0,0,1,0,0,1
0,5,1,0,0,0,1,0,0,0,1,0,1
0,67,0,1,0,0,0,0,0,0,1,0,1
0,49,0,0,0,0,1,0,1,0,0,0,1
3,146,0,0,1,0,0,0,1,0,0,0,1
0,28,0,1,0,0,1,0,0,1,0,0,1
0,34,0,0,1,0,1,0,0,0,1,0,1
0,143,0,1,0,0,1,0,0,0,1,0,1
4,27,0,0,1,0,1,0,1,0,0,0,1
0,30,0,1,0,0,1,0,1,0,0,0,1
8,139,0,0,0,0,1,0,1,0,0,1,0
0,112,0,0,1,0,1,0,1,0,0,0,1
0,122,0,1,0,0,1,0,0,0,1,0,1
0,122,0,0,0,0,0,0,0,0,1,0,1
2,9,0,0,1,0,1,0,1,0,0,0,1
4,12,0,1,0,0,1,0,1,0,0,0,1
0,11,0,1,0,0,1,0,1,0,0,0,1
6,6,0,0,1,0,1,0,1,0,0,0,1
0,15,0,1,0,0,1,0,0,1,0,0,1
3,3,0,1,0,0,1,0,1,0,0,1,0
4,11,0,0,0,0,0,0,1,0,0,0,1
4,28,0,0,0,0,1,0,1,0,0,1,0
0,8,0,0,1,0,1,1,0,0,0,0,1
0,27,0,0,0,0,0,0,1,0,0,0,1
0,90,0,0,0,1,0,0,1,0,0,1,0
0,6,0,0,1,0,1,0,1,0,0,0,1
3,6,0,0,1,0,1,0,1,0,0,0,1
0,7,0,0,0,0,0,0,1,0,0,0,1
1,74,0,1,0,0,0,0,1,0,0,0,0
0,35,0,0,0,0,1,1,0,0,0,0,1
3,8,0,1,0,0,0,0,1,0,0,0,1
0,52,0,0,0,0,1,0,1,0,0,0,1
0,17,0,0,0,0,1,0,0,1,0,0,1
0,5,0,0,1,0,1,0,1,0,0,0,1
0,16,0,1,0,0,0,0,1,0,0,0,1
0,62,0,0,1,0,1,0,1,0,0,0,1
0,8,0,0,0,1,0,0,1,0,0,0,1
0,35,0,0,0,0,0,0,1,0,0,0,1
0,47,0,0,0,0,0,0,0,0,1,0,1
5,99,0,1,0,0,1,0,1,0,0,1,0
0,55,0,0,1,0,1,0,0,1,0,0,1
0,72,0,0,1,0,1,0,1,0,0,0,1
4,57,0,1,0,0,0,0,1,0,0,0,1
0,8,0,0,1,0,1,0,1,0,0,0,1
1,106,1,0,0,0,1,0,1,0,0,0,1
3,10,0,0,1,0,1,0,1,0,0,1,0
0,38,0,0,0,1,0,0,0,1,0,0,1
0,41,0,1,0,0,0,0,0,1,0,0,1
5,68,0,0,0,0,0,0,1,0,0,1,0
0,12,0,1,0,0,1,0,1,0,0,0,1
8,18,0,0,0,1,1,0,1,0,0,1,0
0,32,0,0,1,0,1,0,1,0,0,0,1
0,56,0,0,1,0,1,0,1,0,0,0,1
0,133,0,0,0,1,0,0,0,0,1,0,1
9,4,0,0,1,0,0,0,1,0,0,1,0
0,12,0,0,0,0,1,0,1,0,0,0,1
0,94,1,0,0,0,1,0,1,0,0,1,0
0,22,0,0,1,0,0,1,0,0,0,0,1
0,24,0,1,0,0,1,0,1,0,0,0,1
0,67,0,1,0,0,0,0,1,0,0,0,1
0,50,0,0,1,0,0,0,1,0,0,0,1
0,95,0,0,1,0,0,0,1,0,0,0,1
9,94,1,0,0,0,0,0,1,0,0,0,1
0,78,0,0,0,0,1,0,1,0,0,0,1
3,7,0,0,0,0,1,0,1,0,0,0,1
0,22,0,0,1,0,1,0,1,0,0,0,1
0,96,0,0,1,0,0,0,1,0,0,0,1
0,96,0,0,0,0,0,0,1,0,0,0,1
